, none_0.05, pID_0.05, pN_0.05, bonf_0.05, none_0.01, pID_0.01, pN_0.01, bonf_0.01, none_0.001, pID_0.001, pN_0.001, bonf_0.001
Session5_pvalsTh,0.050000, 0.049995, 0.000046, 0.000000, 0.010000, 0.000428, NaN, 0.000000, 0.001000, NaN, NaN, 0.000000
Session5_Th,0.023393, 0.023394, 0.075697, 0.113116, 0.036196, 0.059568, NaN, 0.136276, 0.053429, NaN, NaN, 0.144857
