, none_0.05, pID_0.05, pN_0.05, bonf_0.05, none_0.01, pID_0.01, pN_0.01, bonf_0.01, none_0.001, pID_0.001, pN_0.001, bonf_0.001
Session8_pvalsTh,0.050000, 0.049999, NaN, 0.000000, 0.010000, 0.000047, NaN, 0.000000, 0.001000, NaN, NaN, 0.000000
Session8_Th,0.025309, 0.025309, NaN, 0.134104, 0.040435, 0.090268, NaN, 0.144405, 0.061825, NaN, NaN, 0.150133
