subject	run	trial	texture	category	image	responseKey	responseTime	trialOnset	itiOnset	trialEnd	date	triggerTimeStamp
091	10	1	15	bathroom	SHINEd_sun_abjtwfukuwddzted.tif	none	NaN	1403339.787048	1403340.036436	1403342.028884	03-Nov-2024 14:13:15	1403333.725312
091	10	2	23	bathroom	SHINEd_sun_aghyqhbptboemmoq.tif	none	NaN	1403342.051692	1403342.300323	1403344.293400	03-Nov-2024 14:13:15	1403333.725312
091	10	3	37	bathroom	SHINEd_sun_amzlamotzwfkwjco.tif	none	NaN	1403344.303663	1403344.552174	1403346.545428	03-Nov-2024 14:13:15	1403333.725312
091	10	4	47	bathroom	SHINEd_sun_apynckhmoftszqoq.tif	none	NaN	1403346.554923	1403346.803298	1403348.796669	03-Nov-2024 14:13:15	1403333.725312
091	10	5	53	bathroom	SHINEd_sun_ausgutylgojavyoq.tif	none	NaN	1403348.807770	1403349.051954	1403351.049683	03-Nov-2024 14:13:15	1403333.725312
091	10	6	152	livingroom	SHINEd_livingroom_073.tif	none	NaN	1403351.057516	1403351.301518	1403353.299199	03-Nov-2024 14:13:15	1403333.725312
091	10	7	33	bathroom	SHINEd_sun_aljolscmmzydegqp.tif	none	NaN	1403353.304224	1403353.548243	1403355.545968	03-Nov-2024 14:13:15	1403333.725312
091	10	8	12	bathroom	SHINEd_sun_aapitsgbtktqubfy.tif	none	NaN	1403355.550686	1403355.794607	1403357.792482	03-Nov-2024 14:13:15	1403333.725312
091	10	9	46	bathroom	SHINEd_sun_apmqjbnwghzuhhzh.tif	none	NaN	1403357.798097	1403358.042039	1403360.039910	03-Nov-2024 14:13:15	1403333.725312
091	10	10	39	bathroom	SHINEd_sun_anryaplzeujmzfkd.tif	none	NaN	1403360.044999	1403360.289076	1403362.286767	03-Nov-2024 14:13:15	1403333.725312
091	10	11	59	bathroom	SHINEd_sun_axyrejkiiaqiurjk.tif	none	NaN	1403362.291393	1403362.535239	1403364.533167	03-Nov-2024 14:13:15	1403333.725312
091	10	12	19	bathroom	SHINEd_sun_aclfzgynxzxlbepz.tif	none	NaN	1403364.537929	1403364.781917	1403366.779635	03-Nov-2024 14:13:15	1403333.725312
091	10	13	121	livingroom	SHINEd_livingroom_014.tif	none	NaN	1403366.784422	1403367.028657	1403369.026193	03-Nov-2024 14:13:15	1403333.725312
091	10	14	28	bathroom	SHINEd_sun_ahijqszoswveeyji.tif	none	NaN	1403369.031018	1403369.274876	1403371.272758	03-Nov-2024 14:13:15	1403333.725312
091	10	15	14	bathroom	SHINEd_sun_abapwbhyhkfixyex.tif	none	NaN	1403371.278458	1403371.522788	1403373.520309	03-Nov-2024 14:13:15	1403333.725312
091	10	16	13	bathroom	SHINEd_sun_aavhrsfjbserjtht.tif	none	NaN	1403373.526003	1403373.770073	1403375.767677	03-Nov-2024 14:13:15	1403333.725312
091	10	17	34	bathroom	SHINEd_sun_alkosphxlxwjwgjd.tif	none	NaN	1403375.772479	1403376.017256	1403378.014275	03-Nov-2024 14:13:15	1403333.725312
091	10	18	43	bathroom	SHINEd_sun_apjevzvycyhuqghb.tif	none	NaN	1403378.019100	1403378.263186	1403380.260820	03-Nov-2024 14:13:15	1403333.725312
091	10	19	49	bathroom	SHINEd_sun_asfwthctfqerjvxr.tif	none	NaN	1403380.265566	1403380.509356	1403382.507258	03-Nov-2024 14:13:15	1403333.725312
091	10	20	17	bathroom	SHINEd_sun_acegryoqftbzowsg.tif	none	NaN	1403382.512047	1403382.756073	1403384.753845	03-Nov-2024 14:13:15	1403333.725312
091	10	21	20	bathroom	SHINEd_sun_afcoljnjfoxjtgja.tif	none	NaN	1403384.758482	1403385.002361	1403387.000243	03-Nov-2024 14:13:15	1403333.725312
091	10	22	44	bathroom	SHINEd_sun_apkruvsevgegsdwp.tif	none	NaN	1403387.005839	1403387.250137	1403389.247594	03-Nov-2024 14:13:15	1403333.725312
091	10	23	136	livingroom	SHINEd_livingroom_037.tif	none	NaN	1403389.253039	1403389.497035	1403391.495117	03-Nov-2024 14:13:15	1403333.725312
091	10	24	29	bathroom	SHINEd_sun_ahqjwnzgolcaoidx.tif	none	NaN	1403391.499796	1403391.743905	1403393.741624	03-Nov-2024 14:13:15	1403333.725312
091	10	25	55	bathroom	SHINEd_sun_avhrdrntsqrjzccq.tif	none	NaN	1403393.746199	1403393.990551	1403395.987938	03-Nov-2024 14:13:15	1403333.725312
091	10	26	25	bathroom	SHINEd_sun_agyqfjcfkdcydepw.tif	none	NaN	1403395.992740	1403396.236680	1403398.234569	03-Nov-2024 14:13:15	1403333.725312
091	10	27	38	bathroom	SHINEd_sun_anhioqovhscjqqwb.tif	none	NaN	1403398.239293	1403398.483301	1403400.481009	03-Nov-2024 14:13:15	1403333.725312
091	10	28	40	bathroom	SHINEd_sun_aofnryafpsjimzsb.tif	none	NaN	1403400.486440	1403400.730292	1403402.729024	03-Nov-2024 14:13:15	1403333.725312
091	10	29	145	livingroom	SHINEd_livingroom_054.tif	none	NaN	1403402.734605	1403402.978679	1403404.976393	03-Nov-2024 14:13:15	1403333.725312
091	10	30	41	bathroom	SHINEd_sun_aoybiabnpadelefl.tif	none	NaN	1403404.981369	1403405.225365	1403407.223089	03-Nov-2024 14:13:15	1403333.725312
091	10	31	57	bathroom	SHINEd_sun_axldvoqbuvuggfmq.tif	none	NaN	1403407.227930	1403407.472146	1403409.469629	03-Nov-2024 14:13:15	1403333.725312
091	10	32	24	bathroom	SHINEd_sun_agrwbmhcpmfuwmsg.tif	none	NaN	1403409.474465	1403409.718358	1403411.716316	03-Nov-2024 14:13:15	1403333.725312
091	10	33	30	bathroom	SHINEd_sun_ajlawzvmubibwbpy.tif	none	NaN	1403411.721110	1403411.965154	1403413.962896	03-Nov-2024 14:13:15	1403333.725312
091	10	34	149	livingroom	SHINEd_livingroom_060.tif	none	NaN	1403413.967363	1403414.211511	1403416.209057	03-Nov-2024 14:13:15	1403333.725312
091	10	35	26	bathroom	SHINEd_sun_ahaulkltgpkeeemi.tif	none	NaN	1403416.214551	1403416.458505	1403418.456247	03-Nov-2024 14:13:15	1403333.725312
091	10	36	21	bathroom	SHINEd_sun_aggnnqpdorgxpvce.tif	none	NaN	1403418.460881	1403418.704779	1403420.702655	03-Nov-2024 14:13:15	1403333.725312
091	10	37	120	livingroom	SHINEd_livingroom_013.tif	none	NaN	1403420.707437	1403420.951304	1403422.949203	03-Nov-2024 14:13:15	1403333.725312
091	10	38	42	bathroom	SHINEd_sun_apeeialkgkuxddgh.tif	none	NaN	1403422.953918	1403423.198205	1403425.195615	03-Nov-2024 14:13:15	1403333.725312
091	10	39	27	bathroom	SHINEd_sun_ahcvzmoyaycdoftf.tif	none	NaN	1403425.200492	1403425.445467	1403427.442296	03-Nov-2024 14:13:15	1403333.725312
