subject	run	trial	texture	category	image	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp	Onsets	responseKey	responseTime	accuracy
122	9	1	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	5932.516128	5932.774870	5934.760180	14-May-2025 13:49:06	5928.496871	4.019256	none	NaN	NaN
122	9	2	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	5934.766137	5935.024474	5937.009902	14-May-2025 13:49:06	5928.496871	6.269266	none	NaN	NaN
122	9	3	60	bathroom	sun_azqyogdvyhahyram.tif	5937.016489	5937.274919	5939.260284	14-May-2025 13:49:06	5928.496871	8.519618	5	5940.710950	0.000000
122	9	4	19	bathroom	sun_aclfzgynxzxlbepz.tif	5946.291089	5946.549369	5948.535223	14-May-2025 13:49:06	5928.496871	17.794217	none	NaN	NaN
122	9	5	14	bathroom	sun_abapwbhyhkfixyex.tif	5948.549317	5948.807680	5950.793676	14-May-2025 13:49:06	5928.496871	20.052445	none	NaN	NaN
122	9	6	15	bathroom	sun_abjtwfukuwddzted.tif	5950.799292	5951.057681	5953.043849	14-May-2025 13:49:06	5928.496871	22.302421	none	NaN	NaN
122	9	7	21	bathroom	sun_aggnnqpdorgxpvce.tif	5953.049281	5953.307641	5955.293592	14-May-2025 13:49:06	5928.496871	24.552409	none	NaN	NaN
122	9	8	38	bathroom	sun_anhioqovhscjqqwb.tif	5955.299244	5955.557627	5957.543017	14-May-2025 13:49:06	5928.496871	26.802373	none	NaN	NaN
122	9	9	44	bathroom	sun_apkruvsevgegsdwp.tif	5957.549276	5957.807611	5959.793389	14-May-2025 13:49:06	5928.496871	29.052405	none	NaN	NaN
122	9	10	56	bathroom	sun_awnqiikzaispgmwo.tif	5959.799846	5960.057524	5962.044393	14-May-2025 13:49:06	5928.496871	31.302975	none	NaN	NaN
122	9	11	16	bathroom	sun_acduarbnmmoglmiv.tif	5962.057578	5962.315871	5964.301769	14-May-2025 13:49:06	5928.496871	33.560707	6	5965.129435	1.000000
122	9	12	45	bathroom	sun_apkxzenqapsujocq.tif	5971.332886	5971.591315	5973.577840	14-May-2025 13:49:06	5928.496871	42.836015	none	NaN	NaN
122	9	13	18	bathroom	sun_acgyywnybuveqsro.tif	5973.582772	5973.840830	5975.827140	14-May-2025 13:49:06	5928.496871	45.085900	none	NaN	NaN
122	9	14	20	bathroom	sun_afcoljnjfoxjtgja.tif	5975.832464	5976.091225	5978.076516	14-May-2025 13:49:06	5928.496871	47.335592	none	NaN	NaN
122	9	15	49	bathroom	sun_asfwthctfqerjvxr.tif	5978.082833	5978.341247	5980.327251	14-May-2025 13:49:06	5928.496871	49.585962	none	NaN	NaN
122	9	16	31	bathroom	sun_akiytfaagpdsphgz.tif	5980.341248	5980.599104	5982.585230	14-May-2025 13:49:06	5928.496871	51.844377	none	NaN	NaN
122	9	17	17	bathroom	sun_acegryoqftbzowsg.tif	5982.590744	5982.849461	5984.834635	14-May-2025 13:49:06	5928.496871	54.093873	6	5985.901346	1.000000
122	9	18	54	bathroom	sun_auzqhkafidnkrwmo.tif	5991.865713	5992.124384	5994.109627	14-May-2025 13:49:06	5928.496871	63.368842	none	NaN	NaN
122	9	19	50	bathroom	sun_aspsyogrekjtfozg.tif	5994.115618	5994.374457	5996.360092	14-May-2025 13:49:06	5928.496871	65.618747	none	NaN	NaN
122	9	20	34	bathroom	sun_alkosphxlxwjwgjd.tif	5996.365895	5996.624450	5998.610059	14-May-2025 13:49:06	5928.496871	67.869023	none	NaN	NaN
122	9	21	53	bathroom	sun_ausgutylgojavyoq.tif	5998.616086	5998.874332	6000.860353	14-May-2025 13:49:06	5928.496871	70.119215	none	NaN	NaN
122	9	22	13	bathroom	sun_aavhrsfjbserjtht.tif	6000.873930	6001.132268	6003.117915	14-May-2025 13:49:06	5928.496871	72.377059	none	NaN	NaN
122	9	23	52	bathroom	sun_aunuadmjocsddsrl.tif	6003.123912	6003.382243	6005.368297	14-May-2025 13:49:06	5928.496871	74.627041	none	NaN	NaN
122	9	24	12	bathroom	sun_aapitsgbtktqubfy.tif	6005.373854	6005.632226	6007.618231	14-May-2025 13:49:06	5928.496871	76.876983	none	NaN	NaN
122	9	25	39	bathroom	sun_anryaplzeujmzfkd.tif	6007.623865	6007.882207	6009.867766	14-May-2025 13:49:06	5928.496871	79.126993	none	NaN	NaN
122	9	26	29	bathroom	sun_ahqjwnzgolcaoidx.tif	6009.873828	6010.132192	6012.118052	14-May-2025 13:49:06	5928.496871	81.376957	none	NaN	NaN
122	9	27	26	bathroom	sun_ahaulkltgpkeeemi.tif	6012.132179	6012.390471	6014.376137	14-May-2025 13:49:06	5928.496871	83.635308	6	6015.558256	1.000000
122	9	28	51	bathroom	sun_atstyziqcmkahyxk.tif	6021.406938	6021.665433	6023.651249	14-May-2025 13:49:06	5928.496871	92.910066	none	NaN	NaN
122	9	29	41	bathroom	sun_aoybiabnpadelefl.tif	6023.656994	6023.915412	6025.900817	14-May-2025 13:49:06	5928.496871	95.160123	none	NaN	NaN
122	9	30	28	bathroom	sun_ahijqszoswveeyji.tif	6025.907027	6026.165399	6028.151431	14-May-2025 13:49:06	5928.496871	97.410156	none	NaN	NaN
122	9	31	57	bathroom	sun_axldvoqbuvuggfmq.tif	6028.157044	6028.415381	6030.401100	14-May-2025 13:49:06	5928.496871	99.660173	none	NaN	NaN
122	9	32	32	bathroom	sun_aleqenyvunhactkl.tif	6030.407356	6030.665736	6032.651578	14-May-2025 13:49:06	5928.496871	101.910485	5	6034.068367	1.000000
122	9	33	25	bathroom	sun_agyqfjcfkdcydepw.tif	6039.682341	6039.940662	6041.926304	14-May-2025 13:49:06	5928.496871	111.185469	none	NaN	NaN
122	9	34	30	bathroom	sun_ajlawzvmubibwbpy.tif	6041.932207	6042.190658	6044.176152	14-May-2025 13:49:06	5928.496871	113.435336	none	NaN	NaN
122	9	35	58	bathroom	sun_axxbkopsgyouuebh.tif	6044.182217	6044.440261	6046.428300	14-May-2025 13:49:06	5928.496871	115.685346	6	6047.495382	1.000000
122	9	36	48	bathroom	sun_aqrpegblszgcoujh.tif	6053.457223	6053.715190	6055.701491	14-May-2025 13:49:06	5928.496871	124.960351	none	NaN	NaN
122	9	37	36	bathroom	sun_ambriybtogmepttm.tif	6055.715176	6055.973876	6057.959392	14-May-2025 13:49:06	5928.496871	127.218304	none	NaN	NaN
122	9	38	33	bathroom	sun_aljolscmmzydegqp.tif	6057.965116	6058.223467	6060.209185	14-May-2025 13:49:06	5928.496871	129.468245	none	NaN	NaN
122	9	39	42	bathroom	sun_apeeialkgkuxddgh.tif	6060.215070	6060.473447	6062.458917	14-May-2025 13:49:06	5928.496871	131.718198	none	NaN	NaN
122	9	40	55	bathroom	sun_avhrdrntsqrjzccq.tif	6062.465099	6062.723427	6064.709602	14-May-2025 13:49:06	5928.496871	133.968228	none	NaN	NaN
122	9	41	46	bathroom	sun_apmqjbnwghzuhhzh.tif	6064.715048	6064.973415	6066.959324	14-May-2025 13:49:06	5928.496871	136.218176	none	NaN	NaN
122	9	42	22	bathroom	sun_agguqiubmwhqqunb.tif	6066.973393	6067.231642	6069.217768	14-May-2025 13:49:06	5928.496871	138.476522	none	NaN	NaN
122	9	43	27	bathroom	sun_ahcvzmoyaycdoftf.tif	6069.231685	6069.490046	6071.476196	14-May-2025 13:49:06	5928.496871	140.734814	5	6072.908823	1.000000
122	9	44	47	bathroom	sun_apynckhmoftszqoq.tif	6078.506639	6078.764973	6080.750659	14-May-2025 13:49:06	5928.496871	150.009768	none	NaN	NaN
122	9	45	59	bathroom	sun_axyrejkiiaqiurjk.tif	6080.756578	6081.014959	6083.000732	14-May-2025 13:49:06	5928.496871	152.259706	none	NaN	NaN
122	9	46	35	bathroom	sun_alotolagknyrgtsk.tif	6083.006597	6083.264937	6085.250889	14-May-2025 13:49:06	5928.496871	154.509726	none	NaN	NaN
122	9	47	40	bathroom	sun_aofnryafpsjimzsb.tif	6085.256590	6085.514934	6087.500925	14-May-2025 13:49:06	5928.496871	156.759719	none	NaN	NaN
122	9	48	23	bathroom	sun_aghyqhbptboemmoq.tif	6087.506544	6087.764906	6089.750801	14-May-2025 13:49:06	5928.496871	159.009672	none	NaN	NaN
122	9	49	43	bathroom	sun_apjevzvycyhuqghb.tif	6089.756547	6090.014884	6092.000802	14-May-2025 13:49:06	5928.496871	161.259676	6	6093.218174	0.000000
