subject	run	trial	texture	category	image	responseKey	responseTime	trialOnset	itiOnset	trialEnd	date	triggerTimeStamp
001	7	1	109	kitchen	SHINEd_sun_aypmqwcualkenuoe.tif	none	NaN	185045.164351	185045.422692	185047.410589	21-Oct-2024 12:40:37	21-Oct-2024 12:40:29
001	7	2	100	kitchen	SHINEd_sun_amjjdeyrggfqgmom.tif	none	NaN	185047.422766	185047.681224	185049.669025	21-Oct-2024 12:40:39	21-Oct-2024 12:40:29
001	7	3	86	kitchen	SHINEd_sun_aggjlwcdjsjcaemh.tif	none	NaN	185049.681127	185049.939278	185051.927138	21-Oct-2024 12:40:41	21-Oct-2024 12:40:29
001	7	4	94	kitchen	SHINEd_sun_ahywdevtimnqcsln.tif	none	NaN	185051.940256	185052.197758	185054.186307	21-Oct-2024 12:40:44	21-Oct-2024 12:40:29
001	7	5	70	kitchen	SHINEd_sun_abdxkyyxwfskuaqb.tif	none	NaN	185054.197761	185054.456429	185056.444259	21-Oct-2024 12:40:46	21-Oct-2024 12:40:29
001	7	6	123	livingroom	SHINEd_livingroom_018.tif	6	185057.035643	185056.457133	185056.714400	185058.703703	21-Oct-2024 12:40:48	21-Oct-2024 12:40:29
001	7	7	97	kitchen	SHINEd_sun_ajkqhtgcbgpcwrwn.tif	none	NaN	185058.714734	185058.972833	185060.961384	21-Oct-2024 12:40:51	21-Oct-2024 12:40:29
001	7	8	108	kitchen	SHINEd_sun_aymvwlarqodbwuoc.tif	none	NaN	185060.981516	185061.239244	185063.227632	21-Oct-2024 12:40:53	21-Oct-2024 12:40:29
001	7	9	66	kitchen	SHINEd_sun_aapllqyqlykszopd.tif	none	NaN	185063.239579	185063.497572	185065.486252	21-Oct-2024 12:40:55	21-Oct-2024 12:40:29
001	7	10	81	kitchen	SHINEd_sun_aehawpgmrlhlvcow.tif	none	NaN	185065.497541	185065.755757	185067.743385	21-Oct-2024 12:40:57	21-Oct-2024 12:40:29
001	7	11	89	kitchen	SHINEd_sun_agzzivivdpnawacl.tif	none	NaN	185067.756201	185068.014291	185070.002637	21-Oct-2024 12:41:00	21-Oct-2024 12:40:29
001	7	12	104	kitchen	SHINEd_sun_auticobqsbwgoppi.tif	none	NaN	185070.015994	185070.273499	185072.262405	21-Oct-2024 12:41:02	21-Oct-2024 12:40:29
001	7	13	69	kitchen	SHINEd_sun_abdenxonkemggwsq.tif	none	NaN	185072.273765	185072.531168	185074.520302	21-Oct-2024 12:41:04	21-Oct-2024 12:40:29
001	7	14	107	kitchen	SHINEd_sun_axyyrmzcupyhlivc.tif	5	185075.375624	185074.531155	185074.789805	185076.777830	21-Oct-2024 12:41:06	21-Oct-2024 12:40:29
001	7	15	132	livingroom	SHINEd_livingroom_030.tif	5	185077.455271	185076.789580	185077.047929	185079.036014	21-Oct-2024 12:41:09	21-Oct-2024 12:40:29
001	7	16	61	kitchen	SHINEd_labelme_brsyyvweiuaazfr.tif	none	NaN	185079.047634	185079.306119	185081.293624	21-Oct-2024 12:41:11	21-Oct-2024 12:40:29
001	7	17	103	kitchen	SHINEd_sun_aunzlwrbjumxhwdj.tif	none	NaN	185081.305756	185081.564496	185083.551701	21-Oct-2024 12:41:13	21-Oct-2024 12:40:29
001	7	18	62	kitchen	SHINEd_labelme_kxvouciolcpqplr.tif	none	NaN	185083.564421	185083.822529	185085.810716	21-Oct-2024 12:41:15	21-Oct-2024 12:40:29
001	7	19	93	kitchen	SHINEd_sun_ahspylgoovwmwvgk.tif	none	NaN	185085.822775	185086.080833	185088.068754	21-Oct-2024 12:41:18	21-Oct-2024 12:40:29
001	7	20	95	kitchen	SHINEd_sun_aixorpehvfykdynp.tif	none	NaN	185088.081097	185088.339250	185090.327629	21-Oct-2024 12:41:20	21-Oct-2024 12:40:29
001	7	21	73	kitchen	SHINEd_sun_abrcnpqqhmjwekyf.tif	none	NaN	185090.339119	185090.597668	185092.585590	21-Oct-2024 12:41:22	21-Oct-2024 12:40:29
