subject	run	trial	texture	category	image	responseKey	responseTime	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp
005	04	1	47	bathroom	SHINEd_sun_apynckhmoftszqoq.tif	none	NaN	3958.045575	3958.303982	3960.292082	02-Dec-2024 10:52:53	3952.009955
005	04	2	40	bathroom	SHINEd_sun_aofnryafpsjimzsb.tif	none	NaN	3960.304108	3960.562749	3962.550283	02-Dec-2024 10:52:53	3952.009955
005	04	3	32	bathroom	SHINEd_sun_aleqenyvunhactkl.tif	none	NaN	3962.562484	3962.820750	3964.808954	02-Dec-2024 10:52:53	3952.009955
005	04	4	45	bathroom	SHINEd_sun_apkxzenqapsujocq.tif	none	NaN	3964.820756	3965.079029	3967.066752	02-Dec-2024 10:52:53	3952.009955
005	04	5	37	bathroom	SHINEd_sun_amzlamotzwfkwjco.tif	none	NaN	3967.079961	3967.337628	3969.326257	02-Dec-2024 10:52:53	3952.009955
005	04	6	41	bathroom	SHINEd_sun_aoybiabnpadelefl.tif	none	NaN	3969.337728	3969.597035	3971.583684	02-Dec-2024 10:52:53	3952.009955
005	04	7	17	bathroom	SHINEd_sun_acegryoqftbzowsg.tif	none	NaN	3971.595796	3971.854133	3973.842436	02-Dec-2024 10:52:53	3952.009955
005	04	8	44	bathroom	SHINEd_sun_apkruvsevgegsdwp.tif	none	NaN	3973.854183	3974.112224	3976.100796	02-Dec-2024 10:52:53	3952.009955
005	04	9	28	bathroom	SHINEd_sun_ahijqszoswveeyji.tif	none	NaN	3976.112210	3976.370530	3978.358315	02-Dec-2024 10:52:53	3952.009955
005	04	10	38	bathroom	SHINEd_sun_anhioqovhscjqqwb.tif	none	NaN	3978.370756	3978.630579	3980.616791	02-Dec-2024 10:52:53	3952.009955
005	04	11	50	bathroom	SHINEd_sun_aspsyogrekjtfozg.tif	none	NaN	3980.628963	3980.887181	3982.875450	02-Dec-2024 10:52:53	3952.009955
005	04	12	14	bathroom	SHINEd_sun_abapwbhyhkfixyex.tif	none	NaN	3982.887388	3983.145917	3985.133939	02-Dec-2024 10:52:53	3952.009955
005	04	13	55	bathroom	SHINEd_sun_avhrdrntsqrjzccq.tif	none	NaN	3985.145816	3985.403942	3987.391840	02-Dec-2024 10:52:53	3952.009955
005	04	14	60	bathroom	SHINEd_sun_azqyogdvyhahyram.tif	none	NaN	3987.403990	3987.662509	3989.650686	02-Dec-2024 10:52:53	3952.009955
005	04	15	152	livingroom	SHINEd_livingroom_073.tif	6	3990.434876	3989.662137	3989.920893	3991.908121	02-Dec-2024 10:52:53	3952.009955
005	04	16	52	bathroom	SHINEd_sun_aunuadmjocsddsrl.tif	none	NaN	3991.920806	3992.178784	3994.167463	02-Dec-2024 10:52:53	3952.009955
005	04	17	49	bathroom	SHINEd_sun_asfwthctfqerjvxr.tif	none	NaN	3994.179097	3994.437169	3996.425563	02-Dec-2024 10:52:53	3952.009955
005	04	18	43	bathroom	SHINEd_sun_apjevzvycyhuqghb.tif	none	NaN	3996.436947	3996.695611	3998.683349	02-Dec-2024 10:52:53	3952.009955
005	04	19	20	bathroom	SHINEd_sun_afcoljnjfoxjtgja.tif	none	NaN	3998.695732	3998.953940	4000.942156	02-Dec-2024 10:52:53	3952.009955
005	04	20	39	bathroom	SHINEd_sun_anryaplzeujmzfkd.tif	none	NaN	4000.953805	4001.212417	4003.200437	02-Dec-2024 10:52:53	3952.009955
005	04	21	19	bathroom	SHINEd_sun_aclfzgynxzxlbepz.tif	none	NaN	4003.212816	4003.470436	4005.459225	02-Dec-2024 10:52:53	3952.009955
005	04	22	30	bathroom	SHINEd_sun_ajlawzvmubibwbpy.tif	none	NaN	4005.470854	4005.729566	4007.716851	02-Dec-2024 10:52:53	3952.009955
005	04	23	59	bathroom	SHINEd_sun_axyrejkiiaqiurjk.tif	none	NaN	4007.728648	4007.987083	4009.975010	02-Dec-2024 10:52:53	3952.009955
005	04	24	144	livingroom	SHINEd_livingroom_052.tif	6	4010.763936	4009.987823	4010.245277	4012.233981	02-Dec-2024 10:52:53	3952.009955
005	04	25	22	bathroom	SHINEd_sun_agguqiubmwhqqunb.tif	none	NaN	4012.245613	4012.503855	4014.492301	02-Dec-2024 10:52:53	3952.009955
005	04	26	23	bathroom	SHINEd_sun_aghyqhbptboemmoq.tif	none	NaN	4014.504076	4014.761980	4016.750718	02-Dec-2024 10:52:53	3952.009955
005	04	27	12	bathroom	SHINEd_sun_aapitsgbtktqubfy.tif	none	NaN	4016.762162	4017.020230	4019.008680	02-Dec-2024 10:52:53	3952.009955
005	04	28	21	bathroom	SHINEd_sun_aggnnqpdorgxpvce.tif	none	NaN	4019.020654	4019.279356	4021.266568	02-Dec-2024 10:52:53	3952.009955
005	04	29	119	livingroom	SHINEd_livingroom_012.tif	6	4022.039119	4021.278775	4021.536957	4023.525329	02-Dec-2024 10:52:53	3952.009955
005	04	30	29	bathroom	SHINEd_sun_ahqjwnzgolcaoidx.tif	none	NaN	4023.536797	4023.795409	4025.783146	02-Dec-2024 10:52:53	3952.009955
005	04	31	25	bathroom	SHINEd_sun_agyqfjcfkdcydepw.tif	none	NaN	4025.795178	4026.053515	4028.041399	02-Dec-2024 10:52:53	3952.009955
005	04	32	13	bathroom	SHINEd_sun_aavhrsfjbserjtht.tif	none	NaN	4028.053626	4028.312213	4030.300091	02-Dec-2024 10:52:53	3952.009955
005	04	33	154	livingroom	SHINEd_livingroom_083.tif	6	4031.331250	4030.312218	4030.570253	4032.558153	02-Dec-2024 10:52:53	3952.009955
005	04	34	53	bathroom	SHINEd_sun_ausgutylgojavyoq.tif	none	NaN	4032.570187	4032.828579	4034.816466	02-Dec-2024 10:52:53	3952.009955
005	04	35	27	bathroom	SHINEd_sun_ahcvzmoyaycdoftf.tif	none	NaN	4034.828670	4035.086845	4037.074508	02-Dec-2024 10:52:53	3952.009955
005	04	36	127	livingroom	SHINEd_livingroom_023.tif	6	4037.778524	4037.090932	4037.345652	4039.336809	02-Dec-2024 10:52:53	3952.009955
005	04	37	11	bathroom	SHINEd_labelme_sfxiulhjbhlyiyt.tif	none	NaN	4039.345306	4039.603531	4041.591283	02-Dec-2024 10:52:53	3952.009955
005	04	38	31	bathroom	SHINEd_sun_akiytfaagpdsphgz.tif	none	NaN	4041.603500	4041.862296	4043.849967	02-Dec-2024 10:52:53	3952.009955
005	04	39	57	bathroom	SHINEd_sun_axldvoqbuvuggfmq.tif	none	NaN	4043.862304	4044.120998	4046.108369	02-Dec-2024 10:52:53	3952.009955
005	04	40	140	livingroom	SHINEd_livingroom_047.tif	6	4047.002998	4046.120050	4046.378443	4048.366048	02-Dec-2024 10:52:53	3952.009955
005	04	41	58	bathroom	SHINEd_sun_axxbkopsgyouuebh.tif	none	NaN	4048.378692	4048.636730	4050.624973	02-Dec-2024 10:52:53	3952.009955
005	04	42	26	bathroom	SHINEd_sun_ahaulkltgpkeeemi.tif	none	NaN	4050.638126	4050.896678	4052.884749	02-Dec-2024 10:52:53	3952.009955
005	04	43	48	bathroom	SHINEd_sun_aqrpegblszgcoujh.tif	none	NaN	4052.895230	4053.154368	4055.141683	02-Dec-2024 10:52:53	3952.009955
005	04	44	36	bathroom	SHINEd_sun_ambriybtogmepttm.tif	none	NaN	4055.153715	4055.412162	4057.400334	02-Dec-2024 10:52:53	3952.009955
005	04	45	145	livingroom	SHINEd_livingroom_054.tif	6	4058.188245	4057.411609	4057.670132	4059.658005	02-Dec-2024 10:52:53	3952.009955
005	04	46	46	bathroom	SHINEd_sun_apmqjbnwghzuhhzh.tif	none	NaN	4059.669918	4059.928202	4061.916051	02-Dec-2024 10:52:53	3952.009955
005	04	47	35	bathroom	SHINEd_sun_alotolagknyrgtsk.tif	none	NaN	4061.928199	4062.186556	4064.174469	02-Dec-2024 10:52:53	3952.009955
005	04	48	54	bathroom	SHINEd_sun_auzqhkafidnkrwmo.tif	none	NaN	4064.186599	4064.445086	4066.432738	02-Dec-2024 10:52:53	3952.009955
005	04	49	15	bathroom	SHINEd_sun_abjtwfukuwddzted.tif	none	NaN	4066.444933	4066.703249	4068.691199	02-Dec-2024 10:52:53	3952.009955
005	04	50	42	bathroom	SHINEd_sun_apeeialkgkuxddgh.tif	none	NaN	4068.703182	4068.961542	4070.949427	02-Dec-2024 10:52:53	3952.009955
005	04	51	16	bathroom	SHINEd_sun_acduarbnmmoglmiv.tif	none	NaN	4070.961313	4071.219892	4073.207179	02-Dec-2024 10:52:53	3952.009955
005	04	52	18	bathroom	SHINEd_sun_acgyywnybuveqsro.tif	none	NaN	4073.219848	4073.478144	4075.466318	02-Dec-2024 10:52:53	3952.009955
005	04	53	56	bathroom	SHINEd_sun_awnqiikzaispgmwo.tif	none	NaN	4075.478213	4075.736444	4077.724493	02-Dec-2024 10:52:53	3952.009955
005	04	54	157	livingroom	SHINEd_livingroom_089.tif	6	4078.362713	4077.736333	4077.994707	4079.983032	02-Dec-2024 10:52:53	3952.009955
005	04	55	24	bathroom	SHINEd_sun_agrwbmhcpmfuwmsg.tif	none	NaN	4079.994823	4080.253206	4082.240852	02-Dec-2024 10:52:53	3952.009955
005	04	56	51	bathroom	SHINEd_sun_atstyziqcmkahyxk.tif	none	NaN	4082.253189	4082.511611	4084.499834	02-Dec-2024 10:52:53	3952.009955
005	04	57	34	bathroom	SHINEd_sun_alkosphxlxwjwgjd.tif	none	NaN	4084.511394	4084.769853	4086.757429	02-Dec-2024 10:52:53	3952.009955
005	04	58	33	bathroom	SHINEd_sun_aljolscmmzydegqp.tif	none	NaN	4086.769720	4087.028377	4089.015750	02-Dec-2024 10:52:53	3952.009955
005	04	59	92	kitchen	SHINEd_sun_ahpczsiumwwocjkv.tif	none	NaN	4095.045264	4095.303248	4097.291828	02-Dec-2024 10:52:53	3952.009955
005	04	60	78	kitchen	SHINEd_sun_adgqasybjyktddhj.tif	none	NaN	4097.303214	4097.561783	4099.549782	02-Dec-2024 10:52:53	3952.009955
005	04	61	137	livingroom	SHINEd_livingroom_039.tif	6	4100.470246	4099.561533	4099.819746	4101.807450	02-Dec-2024 10:52:53	3952.009955
005	04	62	96	kitchen	SHINEd_sun_ajcbwwvdlsvjyzje.tif	none	NaN	4101.819970	4102.079410	4104.066401	02-Dec-2024 10:52:53	3952.009955
005	04	63	100	kitchen	SHINEd_sun_amjjdeyrggfqgmom.tif	none	NaN	4104.078146	4104.336318	4106.324195	02-Dec-2024 10:52:53	3952.009955
005	04	64	106	kitchen	SHINEd_sun_awcpdzzznmweyyhv.tif	none	NaN	4106.336357	4106.594781	4108.582614	02-Dec-2024 10:52:53	3952.009955
005	04	65	148	livingroom	SHINEd_livingroom_059.tif	6	4109.537834	4108.594675	4108.853008	4110.840782	02-Dec-2024 10:52:53	3952.009955
005	04	66	109	kitchen	SHINEd_sun_aypmqwcualkenuoe.tif	none	NaN	4110.853249	4111.111292	4113.099131	02-Dec-2024 10:52:53	3952.009955
005	04	67	110	kitchen	SHINEd_sun_azmutvzbxypaceni.tif	none	NaN	4113.111683	4113.369654	4115.358323	02-Dec-2024 10:52:53	3952.009955
005	04	68	64	kitchen	SHINEd_sun_aadbddgrdsjugojn.tif	none	NaN	4115.369613	4115.628217	4117.615810	02-Dec-2024 10:52:53	3952.009955
005	04	69	68	kitchen	SHINEd_sun_aaxxjlsuzvqlgylf.tif	none	NaN	4117.628297	4117.886258	4119.874548	02-Dec-2024 10:52:53	3952.009955
005	04	70	95	kitchen	SHINEd_sun_aixorpehvfykdynp.tif	none	NaN	4119.886253	4120.144952	4122.132490	02-Dec-2024 10:52:53	3952.009955
005	04	71	91	kitchen	SHINEd_sun_ahljzhgcdpomplvg.tif	none	NaN	4122.144713	4122.403394	4124.391177	02-Dec-2024 10:52:53	3952.009955
005	04	72	85	kitchen	SHINEd_sun_afuyedyxivkhecmu.tif	none	NaN	4124.402874	4124.661544	4126.649236	02-Dec-2024 10:52:53	3952.009955
005	04	73	77	kitchen	SHINEd_sun_acxkpeoqbwcxfvip.tif	none	NaN	4126.665619	4126.922470	4128.911681	02-Dec-2024 10:52:53	3952.009955
005	04	74	88	kitchen	SHINEd_sun_agubuxuukhzyzpdp.tif	none	NaN	4128.923235	4129.180129	4131.169703	02-Dec-2024 10:52:53	3952.009955
005	04	75	151	livingroom	SHINEd_livingroom_072.tif	6	4132.038911	4131.180427	4131.437850	4133.427051	02-Dec-2024 10:52:53	3952.009955
005	04	76	61	kitchen	SHINEd_labelme_brsyyvweiuaazfr.tif	none	NaN	4133.437926	4133.694855	4135.684614	02-Dec-2024 10:52:53	3952.009955
005	04	77	98	kitchen	SHINEd_sun_akchetnepxlcxhsu.tif	none	NaN	4135.695867	4135.953033	4137.941979	02-Dec-2024 10:52:53	3952.009955
005	04	78	103	kitchen	SHINEd_sun_aunzlwrbjumxhwdj.tif	none	NaN	4137.953265	4138.211371	4140.199774	02-Dec-2024 10:52:53	3952.009955
005	04	79	86	kitchen	SHINEd_sun_aggjlwcdjsjcaemh.tif	none	NaN	4140.211542	4140.469558	4142.457712	02-Dec-2024 10:52:53	3952.009955
005	04	80	76	kitchen	SHINEd_sun_acwjdupvyjsugpay.tif	none	NaN	4142.469439	4142.727862	4144.716110	02-Dec-2024 10:52:53	3952.009955
005	04	81	102	kitchen	SHINEd_sun_auaiucuqpdausiva.tif	none	NaN	4144.727876	4144.986140	4146.973949	02-Dec-2024 10:52:53	3952.009955
005	04	82	74	kitchen	SHINEd_sun_acfmftudsenhrfhy.tif	none	NaN	4146.986168	4147.244467	4149.232718	02-Dec-2024 10:52:53	3952.009955
005	04	83	93	kitchen	SHINEd_sun_ahspylgoovwmwvgk.tif	none	NaN	4149.244280	4149.502659	4151.490663	02-Dec-2024 10:52:53	3952.009955
