subject	run	trial	texture	category	image	responseKey	responseTime	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp
002	02	1	28	bathroom	SHINEd_sun_ahijqszoswveeyji.tif	none	NaN	18856.460131	18856.711633	18858.706684	04-Nov-2024 14:15:25	18850.441166
002	02	2	43	bathroom	SHINEd_sun_apjevzvycyhuqghb.tif	none	NaN	18858.712112	18858.963314	18860.958183	04-Nov-2024 14:15:25	18850.441166
002	02	3	49	bathroom	SHINEd_sun_asfwthctfqerjvxr.tif	none	NaN	18860.963589	18861.214963	18863.209631	04-Nov-2024 14:15:25	18850.441166
002	02	4	21	bathroom	SHINEd_sun_aggnnqpdorgxpvce.tif	none	NaN	18863.214751	18863.465775	18865.460667	04-Nov-2024 14:15:25	18850.441166
002	02	5	23	bathroom	SHINEd_sun_aghyqhbptboemmoq.tif	none	NaN	18865.466902	18865.717989	18867.713488	04-Nov-2024 14:15:25	18850.441166
002	02	6	14	bathroom	SHINEd_sun_abapwbhyhkfixyex.tif	none	NaN	18867.722472	18867.973101	18869.969134	04-Nov-2024 14:15:25	18850.441166
002	02	7	16	bathroom	SHINEd_sun_acduarbnmmoglmiv.tif	none	NaN	18869.973662	18870.224590	18872.220287	04-Nov-2024 14:15:25	18850.441166
002	02	8	40	bathroom	SHINEd_sun_aofnryafpsjimzsb.tif	none	NaN	18872.225027	18872.476013	18874.471324	04-Nov-2024 14:15:25	18850.441166
002	02	9	31	bathroom	SHINEd_sun_akiytfaagpdsphgz.tif	none	NaN	18874.477422	18874.728361	18876.723777	04-Nov-2024 14:15:25	18850.441166
002	02	10	34	bathroom	SHINEd_sun_alkosphxlxwjwgjd.tif	none	NaN	18876.728451	18876.979443	18878.974944	04-Nov-2024 14:15:25	18850.441166
002	02	11	47	bathroom	SHINEd_sun_apynckhmoftszqoq.tif	none	NaN	18878.981514	18879.233341	18881.228195	04-Nov-2024 14:15:25	18850.441166
002	02	12	55	bathroom	SHINEd_sun_avhrdrntsqrjzccq.tif	none	NaN	18881.234488	18881.485255	18883.480693	04-Nov-2024 14:15:25	18850.441166
002	02	13	132	livingroom	SHINEd_livingroom_030.tif	5	18884.012772	18883.484795	18883.735803	18885.731662	04-Nov-2024 14:15:25	18850.441166
002	02	14	53	bathroom	SHINEd_sun_ausgutylgojavyoq.tif	none	NaN	18885.737931	18885.988724	18887.984404	04-Nov-2024 14:15:25	18850.441166
002	02	15	17	bathroom	SHINEd_sun_acegryoqftbzowsg.tif	none	NaN	18887.988790	18888.239460	18890.234929	04-Nov-2024 14:15:25	18850.441166
002	02	16	39	bathroom	SHINEd_sun_anryaplzeujmzfkd.tif	none	NaN	18890.241179	18890.492036	18892.487461	04-Nov-2024 14:15:25	18850.441166
002	02	17	11	bathroom	SHINEd_labelme_sfxiulhjbhlyiyt.tif	none	NaN	18892.494893	18892.745769	18894.740781	04-Nov-2024 14:15:25	18850.441166
002	02	18	56	bathroom	SHINEd_sun_awnqiikzaispgmwo.tif	none	NaN	18894.746762	18894.997306	18896.993095	04-Nov-2024 14:15:25	18850.441166
002	02	19	148	livingroom	SHINEd_livingroom_059.tif	5	18897.694110	18896.998209	18897.249355	18899.244686	04-Nov-2024 14:15:25	18850.441166
002	02	20	26	bathroom	SHINEd_sun_ahaulkltgpkeeemi.tif	none	NaN	18899.253208	18899.503865	18901.499411	04-Nov-2024 14:15:25	18850.441166
002	02	21	54	bathroom	SHINEd_sun_auzqhkafidnkrwmo.tif	none	NaN	18901.504325	18901.754825	18903.750934	04-Nov-2024 14:15:25	18850.441166
002	02	22	12	bathroom	SHINEd_sun_aapitsgbtktqubfy.tif	none	NaN	18903.755151	18904.005447	18906.001683	04-Nov-2024 14:15:25	18850.441166
002	02	23	118	livingroom	SHINEd_livingroom_010.tif	5	18906.730051	18906.010297	18906.260950	18908.256987	04-Nov-2024 14:15:25	18850.441166
002	02	24	35	bathroom	SHINEd_sun_alotolagknyrgtsk.tif	none	NaN	18908.261642	18908.511952	18910.507577	04-Nov-2024 14:15:25	18850.441166
002	02	25	52	bathroom	SHINEd_sun_aunuadmjocsddsrl.tif	none	NaN	18910.513635	18910.764563	18912.759609	04-Nov-2024 14:15:25	18850.441166
002	02	26	51	bathroom	SHINEd_sun_atstyziqcmkahyxk.tif	none	NaN	18912.765510	18913.015976	18915.011906	04-Nov-2024 14:15:25	18850.441166
002	02	27	38	bathroom	SHINEd_sun_anhioqovhscjqqwb.tif	none	NaN	18915.017069	18915.267829	18917.263138	04-Nov-2024 14:15:25	18850.441166
002	02	28	60	bathroom	SHINEd_sun_azqyogdvyhahyram.tif	none	NaN	18917.267646	18917.518450	18919.514138	04-Nov-2024 14:15:25	18850.441166
