subject	run	trial	texture	category	image	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp	Onsets	responseKey	responseTime	accuracy
126	1	1	13	bathroom	sun_aavhrsfjbserjtht.tif	20944.313419	20944.571723	20946.558028	12-Jun-2025 13:01:24	20940.250684	4.062735	none	NaN	NaN
126	1	2	49	bathroom	sun_asfwthctfqerjvxr.tif	20946.579977	20946.838361	20948.824249	12-Jun-2025 13:01:24	20940.250684	6.329293	none	NaN	NaN
126	1	3	25	bathroom	sun_agyqfjcfkdcydepw.tif	20948.838305	20949.096663	20951.082448	12-Jun-2025 13:01:24	20940.250684	8.587621	6	20953.256850	0.000000
126	1	4	38	bathroom	sun_anhioqovhscjqqwb.tif	20958.138334	20958.396574	20960.382337	12-Jun-2025 13:01:24	20940.250684	17.887650	none	NaN	NaN
126	1	5	37	bathroom	sun_amzlamotzwfkwjco.tif	20960.396555	20960.654957	20962.641104	12-Jun-2025 13:01:24	20940.250684	20.145870	none	NaN	NaN
126	1	6	16	bathroom	sun_acduarbnmmoglmiv.tif	20962.654810	20962.913261	20964.898988	12-Jun-2025 13:01:24	20940.250684	22.404126	none	NaN	NaN
126	1	7	41	bathroom	sun_aoybiabnpadelefl.tif	20964.904953	20965.163211	20967.149142	12-Jun-2025 13:01:24	20940.250684	24.654268	none	NaN	NaN
126	1	8	55	bathroom	sun_avhrdrntsqrjzccq.tif	20967.154865	20967.413313	20969.399421	12-Jun-2025 13:01:24	20940.250684	26.904180	none	NaN	NaN
126	1	9	60	bathroom	sun_azqyogdvyhahyram.tif	20969.413176	20969.671497	20971.657364	12-Jun-2025 13:01:24	20940.250684	29.162492	5	20972.944286	1.000000
126	1	10	29	bathroom	sun_ahqjwnzgolcaoidx.tif	20978.688702	20978.946976	20980.932540	12-Jun-2025 13:01:24	20940.250684	38.438018	none	NaN	NaN
126	1	11	15	bathroom	sun_abjtwfukuwddzted.tif	20980.938565	20981.197028	20983.182624	12-Jun-2025 13:01:24	20940.250684	40.687881	none	NaN	NaN
126	1	12	39	bathroom	sun_anryaplzeujmzfkd.tif	20983.188127	20983.446986	20985.431973	12-Jun-2025 13:01:24	20940.250684	42.937443	5	20986.885096	1.000000
126	1	13	17	bathroom	sun_acegryoqftbzowsg.tif	20992.463368	20992.721820	20994.707427	12-Jun-2025 13:01:24	20940.250684	52.212683	none	NaN	NaN
126	1	14	30	bathroom	sun_ajlawzvmubibwbpy.tif	20994.713010	20994.971804	20996.956805	12-Jun-2025 13:01:24	20940.250684	54.462326	none	NaN	NaN
126	1	15	23	bathroom	sun_aghyqhbptboemmoq.tif	20996.963453	20997.221876	20999.207596	12-Jun-2025 13:01:24	20940.250684	56.712769	none	NaN	NaN
126	1	16	53	bathroom	sun_ausgutylgojavyoq.tif	20999.213355	20999.471785	21001.457743	12-Jun-2025 13:01:24	20940.250684	58.962671	none	NaN	NaN
126	1	17	59	bathroom	sun_axyrejkiiaqiurjk.tif	21001.471255	21001.729580	21003.715500	12-Jun-2025 13:01:24	20940.250684	61.220570	none	NaN	NaN
126	1	18	58	bathroom	sun_axxbkopsgyouuebh.tif	21003.721339	21003.979554	21005.965282	12-Jun-2025 13:01:24	20940.250684	63.470654	none	NaN	NaN
126	1	19	14	bathroom	sun_abapwbhyhkfixyex.tif	21005.971209	21006.229545	21008.215774	12-Jun-2025 13:01:24	20940.250684	65.720524	none	NaN	NaN
