subject	run	trial	texture	category	image	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp	Onsets	responseKey	responseTime	accuracy
126	7	1	30	bathroom	sun_ajlawzvmubibwbpy.tif	23335.177222	23335.435112	23337.421780	12-Jun-2025 13:41:15	23331.155021	4.022201	none	NaN	NaN
126	7	2	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	23337.426769	23337.685172	23339.671082	12-Jun-2025 13:41:15	23331.155021	6.271748	none	NaN	NaN
126	7	3	18	bathroom	sun_acgyywnybuveqsro.tif	23339.676767	23339.935519	23341.920650	12-Jun-2025 13:41:15	23331.155021	8.521746	none	NaN	NaN
126	7	4	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	23341.926775	23342.185124	23344.171303	12-Jun-2025 13:41:15	23331.155021	10.771754	6	23345.561729	0.000000
126	7	5	36	bathroom	sun_ambriybtogmepttm.tif	23351.201701	23351.460040	23353.446026	12-Jun-2025 13:41:15	23331.155021	20.046680	none	NaN	NaN
126	7	6	59	bathroom	sun_axyrejkiiaqiurjk.tif	23353.451667	23353.710020	23355.695730	12-Jun-2025 13:41:15	23331.155021	22.296646	none	NaN	NaN
126	7	7	41	bathroom	sun_aoybiabnpadelefl.tif	23355.701676	23355.960017	23357.945872	12-Jun-2025 13:41:15	23331.155021	24.546655	none	NaN	NaN
126	7	8	27	bathroom	sun_ahcvzmoyaycdoftf.tif	23357.951627	23358.209995	23360.195926	12-Jun-2025 13:41:15	23331.155021	26.796606	none	NaN	NaN
126	7	9	33	bathroom	sun_aljolscmmzydegqp.tif	23360.201646	23360.459966	23362.446154	12-Jun-2025 13:41:15	23331.155021	29.046625	none	NaN	NaN
126	7	10	19	bathroom	sun_aclfzgynxzxlbepz.tif	23362.451531	23362.709933	23364.695385	12-Jun-2025 13:41:15	23331.155021	31.296510	none	NaN	NaN
126	7	11	50	bathroom	sun_aspsyogrekjtfozg.tif	23364.709803	23364.968279	23366.954251	12-Jun-2025 13:41:15	23331.155021	33.554782	none	NaN	NaN
126	7	12	25	bathroom	sun_agyqfjcfkdcydepw.tif	23366.968277	23367.226571	23369.212426	12-Jun-2025 13:41:15	23331.155021	35.813256	none	NaN	NaN
126	7	13	48	bathroom	sun_aqrpegblszgcoujh.tif	23369.218238	23369.476572	23371.462691	12-Jun-2025 13:41:15	23331.155021	38.063217	6	23372.801426	0.000000
126	7	14	52	bathroom	sun_aunuadmjocsddsrl.tif	23378.484733	23378.743528	23380.728864	12-Jun-2025 13:41:15	23331.155021	47.329712	none	NaN	NaN
126	7	15	45	bathroom	sun_apkxzenqapsujocq.tif	23380.735199	23380.993532	23382.979782	12-Jun-2025 13:41:15	23331.155021	49.580178	none	NaN	NaN
126	7	16	54	bathroom	sun_auzqhkafidnkrwmo.tif	23382.985113	23383.243496	23385.228977	12-Jun-2025 13:41:15	23331.155021	51.830091	6	23386.666412	0.000000
126	7	17	43	bathroom	sun_apjevzvycyhuqghb.tif	23392.259695	23392.518443	23394.503732	12-Jun-2025 13:41:15	23331.155021	61.104674	none	NaN	NaN
