subject	run	trial	texture	category	image	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp	Onsets	responseKey	responseTime	accuracy
108	3	1	27	bathroom	sun_ahcvzmoyaycdoftf.tif	24319.125348	24319.383551	24321.369570	27-Mar-2025 16:29:24	24315.095457	4.029892	none	NaN	NaN
108	3	2	21	bathroom	sun_aggnnqpdorgxpvce.tif	24321.375237	24321.633408	24323.619065	27-Mar-2025 16:29:24	24315.095457	6.279781	none	NaN	NaN
108	3	3	19	bathroom	sun_aclfzgynxzxlbepz.tif	24323.625202	24323.883499	24325.869709	27-Mar-2025 16:29:24	24315.095457	8.529745	none	NaN	NaN
108	3	4	46	bathroom	sun_apmqjbnwghzuhhzh.tif	24325.875146	24326.133481	24328.119558	27-Mar-2025 16:29:24	24315.095457	10.779690	none	NaN	NaN
108	3	5	17	bathroom	sun_acegryoqftbzowsg.tif	24328.133496	24328.391784	24330.377986	27-Mar-2025 16:29:24	24315.095457	13.038039	none	NaN	NaN
108	3	6	34	bathroom	sun_alkosphxlxwjwgjd.tif	24330.383987	24330.641890	24332.628013	27-Mar-2025 16:29:24	24315.095457	15.288530	none	NaN	NaN
108	3	7	18	bathroom	sun_acgyywnybuveqsro.tif	24332.634000	24332.891890	24334.878156	27-Mar-2025 16:29:24	24315.095457	17.538543	none	NaN	NaN
108	3	8	38	bathroom	sun_anhioqovhscjqqwb.tif	24334.883481	24335.142327	24337.127543	27-Mar-2025 16:29:24	24315.095457	19.788025	none	NaN	NaN
108	3	9	50	bathroom	sun_aspsyogrekjtfozg.tif	24337.133878	24337.392257	24339.378382	27-Mar-2025 16:29:24	24315.095457	22.038421	none	NaN	NaN
108	3	10	29	bathroom	sun_ahqjwnzgolcaoidx.tif	24339.383475	24339.642313	24341.627663	27-Mar-2025 16:29:24	24315.095457	24.288018	5	24342.374848	1.000000
