subject	run	trial	texture	category	image	responseKey	responseTime	trialOnset	itiOnset	trialEnd	date	triggerTimeStamp
001	10	1	15	bathroom	SHINEd_sun_abjtwfukuwddzted.tif	none	NaN	186085.400101	186085.656780	186087.646256	21-Oct-2024 12:57:57	21-Oct-2024 12:57:49
001	10	2	23	bathroom	SHINEd_sun_aghyqhbptboemmoq.tif	none	NaN	186087.656320	186087.914877	186089.902399	21-Oct-2024 12:57:59	21-Oct-2024 12:57:49
001	10	3	37	bathroom	SHINEd_sun_amzlamotzwfkwjco.tif	none	NaN	186089.915057	186090.172823	186092.161309	21-Oct-2024 12:58:02	21-Oct-2024 12:57:49
001	10	4	47	bathroom	SHINEd_sun_apynckhmoftszqoq.tif	none	NaN	186092.173237	186092.431369	186094.419488	21-Oct-2024 12:58:04	21-Oct-2024 12:57:49
001	10	5	53	bathroom	SHINEd_sun_ausgutylgojavyoq.tif	none	NaN	186094.431119	186094.689459	186096.677746	21-Oct-2024 12:58:06	21-Oct-2024 12:57:49
001	10	6	152	livingroom	SHINEd_livingroom_073.tif	6	186097.280455	186096.689439	186096.947769	186098.936079	21-Oct-2024 12:58:08	21-Oct-2024 12:57:49
001	10	7	33	bathroom	SHINEd_sun_aljolscmmzydegqp.tif	none	NaN	186098.948313	186099.206073	186101.194571	21-Oct-2024 12:58:11	21-Oct-2024 12:57:49
001	10	8	12	bathroom	SHINEd_sun_aapitsgbtktqubfy.tif	none	NaN	186101.206535	186101.464385	186103.453016	21-Oct-2024 12:58:13	21-Oct-2024 12:57:49
001	10	9	46	bathroom	SHINEd_sun_apmqjbnwghzuhhzh.tif	none	NaN	186103.464383	186103.722711	186105.710353	21-Oct-2024 12:58:15	21-Oct-2024 12:57:49
001	10	10	39	bathroom	SHINEd_sun_anryaplzeujmzfkd.tif	none	NaN	186105.722581	186105.982140	186107.968482	21-Oct-2024 12:58:18	21-Oct-2024 12:57:49
001	10	11	59	bathroom	SHINEd_sun_axyrejkiiaqiurjk.tif	none	NaN	186107.981527	186108.239462	186110.227987	21-Oct-2024 12:58:20	21-Oct-2024 12:57:49
001	10	12	19	bathroom	SHINEd_sun_aclfzgynxzxlbepz.tif	none	NaN	186110.239454	186110.497552	186112.485863	21-Oct-2024 12:58:22	21-Oct-2024 12:57:49
001	10	13	121	livingroom	SHINEd_livingroom_014.tif	none	NaN	186112.497769	186112.755772	186114.743635	21-Oct-2024 12:58:24	21-Oct-2024 12:57:49
001	10	14	28	bathroom	SHINEd_sun_ahijqszoswveeyji.tif	none	NaN	186114.755853	186115.014146	186117.002450	21-Oct-2024 12:58:27	21-Oct-2024 12:57:49
001	10	15	14	bathroom	SHINEd_sun_abapwbhyhkfixyex.tif	none	NaN	186117.014533	186117.272717	186119.260673	21-Oct-2024 12:58:29	21-Oct-2024 12:57:49
001	10	16	13	bathroom	SHINEd_sun_aavhrsfjbserjtht.tif	none	NaN	186119.272711	186119.531038	186121.519038	21-Oct-2024 12:58:31	21-Oct-2024 12:57:49
001	10	17	34	bathroom	SHINEd_sun_alkosphxlxwjwgjd.tif	none	NaN	186121.531068	186121.789362	186123.777049	21-Oct-2024 12:58:33	21-Oct-2024 12:57:49
001	10	18	43	bathroom	SHINEd_sun_apjevzvycyhuqghb.tif	none	NaN	186123.789357	186124.047687	186126.035273	21-Oct-2024 12:58:36	21-Oct-2024 12:57:49
001	10	19	49	bathroom	SHINEd_sun_asfwthctfqerjvxr.tif	none	NaN	186126.047803	186126.306131	186128.293808	21-Oct-2024 12:58:38	21-Oct-2024 12:57:49
001	10	20	17	bathroom	SHINEd_sun_acegryoqftbzowsg.tif	none	NaN	186128.305996	186128.564250	186130.552210	21-Oct-2024 12:58:40	21-Oct-2024 12:57:49
001	10	21	20	bathroom	SHINEd_sun_afcoljnjfoxjtgja.tif	none	NaN	186130.564426	186130.822714	186132.810768	21-Oct-2024 12:58:42	21-Oct-2024 12:57:49
001	10	22	44	bathroom	SHINEd_sun_apkruvsevgegsdwp.tif	none	NaN	186132.822624	186133.080918	186135.068558	21-Oct-2024 12:58:45	21-Oct-2024 12:57:49
001	10	23	136	livingroom	SHINEd_livingroom_037.tif	6	186135.686594	186135.081177	186135.339394	186137.327636	21-Oct-2024 12:58:47	21-Oct-2024 12:57:49
001	10	24	29	bathroom	SHINEd_sun_ahqjwnzgolcaoidx.tif	none	NaN	186137.339585	186137.597607	186139.585475	21-Oct-2024 12:58:49	21-Oct-2024 12:57:49
001	10	25	55	bathroom	SHINEd_sun_avhrdrntsqrjzccq.tif	none	NaN	186139.597794	186139.856018	186141.843830	21-Oct-2024 12:58:51	21-Oct-2024 12:57:49
001	10	26	25	bathroom	SHINEd_sun_agyqfjcfkdcydepw.tif	none	NaN	186141.855979	186142.114055	186144.102420	21-Oct-2024 12:58:54	21-Oct-2024 12:57:49
001	10	27	38	bathroom	SHINEd_sun_anhioqovhscjqqwb.tif	none	NaN	186144.114322	186144.372655	186146.360846	21-Oct-2024 12:58:56	21-Oct-2024 12:57:49
001	10	28	40	bathroom	SHINEd_sun_aofnryafpsjimzsb.tif	none	NaN	186146.372624	186146.630835	186148.618978	21-Oct-2024 12:58:58	21-Oct-2024 12:57:49
001	10	29	145	livingroom	SHINEd_livingroom_054.tif	6	186149.334379	186148.630960	186148.889163	186150.877215	21-Oct-2024 12:59:00	21-Oct-2024 12:57:49
001	10	30	41	bathroom	SHINEd_sun_aoybiabnpadelefl.tif	none	NaN	186150.889436	186151.147730	186153.136019	21-Oct-2024 12:59:03	21-Oct-2024 12:57:49
001	10	31	57	bathroom	SHINEd_sun_axldvoqbuvuggfmq.tif	none	NaN	186153.148071	186153.406041	186155.394566	21-Oct-2024 12:59:05	21-Oct-2024 12:57:49
001	10	32	24	bathroom	SHINEd_sun_agrwbmhcpmfuwmsg.tif	none	NaN	186155.405919	186155.664435	186157.652563	21-Oct-2024 12:59:07	21-Oct-2024 12:57:49
001	10	33	30	bathroom	SHINEd_sun_ajlawzvmubibwbpy.tif	none	NaN	186157.664457	186157.922382	186159.910737	21-Oct-2024 12:59:09	21-Oct-2024 12:57:49
001	10	34	149	livingroom	SHINEd_livingroom_060.tif	none	NaN	186159.922771	186160.180996	186162.168805	21-Oct-2024 12:59:12	21-Oct-2024 12:57:49
001	10	35	26	bathroom	SHINEd_sun_ahaulkltgpkeeemi.tif	none	NaN	186162.180954	186162.439518	186164.427386	21-Oct-2024 12:59:14	21-Oct-2024 12:57:49
001	10	36	21	bathroom	SHINEd_sun_aggnnqpdorgxpvce.tif	none	NaN	186164.441237	186164.697620	186166.687646	21-Oct-2024 12:59:16	21-Oct-2024 12:57:49
001	10	37	120	livingroom	SHINEd_livingroom_013.tif	6	186167.372987	186166.697479	186166.956099	186168.944145	21-Oct-2024 12:59:18	21-Oct-2024 12:57:49
001	10	38	42	bathroom	SHINEd_sun_apeeialkgkuxddgh.tif	none	NaN	186168.955683	186169.214353	186171.201847	21-Oct-2024 12:59:21	21-Oct-2024 12:57:49
001	10	39	27	bathroom	SHINEd_sun_ahcvzmoyaycdoftf.tif	none	NaN	186171.214341	186171.472792	186173.460750	21-Oct-2024 12:59:23	21-Oct-2024 12:57:49
001	10	40	22	bathroom	SHINEd_sun_agguqiubmwhqqunb.tif	none	NaN	186173.473759	186173.731112	186175.720401	21-Oct-2024 12:59:25	21-Oct-2024 12:57:49
001	10	41	31	bathroom	SHINEd_sun_akiytfaagpdsphgz.tif	none	NaN	186175.730625	186175.989413	186177.977000	21-Oct-2024 12:59:28	21-Oct-2024 12:57:49
001	10	42	58	bathroom	SHINEd_sun_axxbkopsgyouuebh.tif	none	NaN	186177.988826	186178.247430	186180.234911	21-Oct-2024 12:59:30	21-Oct-2024 12:57:49
001	10	43	36	bathroom	SHINEd_sun_ambriybtogmepttm.tif	none	NaN	186180.247470	186180.505662	186182.493922	21-Oct-2024 12:59:32	21-Oct-2024 12:57:49
001	10	44	126	livingroom	SHINEd_livingroom_022.tif	5	186183.186974	186182.505529	186182.764133	186184.752152	21-Oct-2024 12:59:34	21-Oct-2024 12:57:49
001	10	45	50	bathroom	SHINEd_sun_aspsyogrekjtfozg.tif	none	NaN	186184.764241	186185.022203	186187.010751	21-Oct-2024 12:59:37	21-Oct-2024 12:57:49
001	10	46	11	bathroom	SHINEd_labelme_sfxiulhjbhlyiyt.tif	none	NaN	186187.022358	186187.280405	186189.268458	21-Oct-2024 12:59:39	21-Oct-2024 12:57:49
001	10	47	48	bathroom	SHINEd_sun_aqrpegblszgcoujh.tif	none	NaN	186189.281006	186189.539078	186191.526859	21-Oct-2024 12:59:41	21-Oct-2024 12:57:49
001	10	48	52	bathroom	SHINEd_sun_aunuadmjocsddsrl.tif	none	NaN	186191.538822	186191.797265	186193.784816	21-Oct-2024 12:59:43	21-Oct-2024 12:57:49
