subject	run	trial	texture	category	image	responseKey	responseTime	trialOnset	itiOnset	trialEnd	date	triggerTimeStamp
001	1	1	74	kitchen	SHINEd_sun_acfmftudsenhrfhy.tif	none	NaN	182980.538982	182980.797323	182982.785758	21-Oct-2024 12:06:12	21-Oct-2024 12:06:04
001	1	2	61	kitchen	SHINEd_labelme_brsyyvweiuaazfr.tif	none	NaN	182982.805524	182983.063721	182985.051404	21-Oct-2024 12:06:15	21-Oct-2024 12:06:04
001	1	3	84	kitchen	SHINEd_sun_aexklacwqwezaorf.tif	6	182986.047121	182985.066386	182985.322425	182987.312604	21-Oct-2024 12:06:17	21-Oct-2024 12:06:04
001	1	4	62	kitchen	SHINEd_labelme_kxvouciolcpqplr.tif	none	NaN	182987.330340	182987.588820	182989.577029	21-Oct-2024 12:06:19	21-Oct-2024 12:06:04
001	1	5	109	kitchen	SHINEd_sun_aypmqwcualkenuoe.tif	none	NaN	182989.597155	182989.855350	182991.843905	21-Oct-2024 12:06:21	21-Oct-2024 12:06:04
001	1	6	133	livingroom	SHINEd_livingroom_031.tif	6	182992.456372	182991.855298	182992.113547	182994.101325	21-Oct-2024 12:06:24	21-Oct-2024 12:06:04
001	1	7	95	kitchen	SHINEd_sun_aixorpehvfykdynp.tif	none	NaN	182994.113644	182994.371952	182996.359812	21-Oct-2024 12:06:26	21-Oct-2024 12:06:04
001	1	8	86	kitchen	SHINEd_sun_aggjlwcdjsjcaemh.tif	none	NaN	182996.371858	182996.630139	182998.618186	21-Oct-2024 12:06:28	21-Oct-2024 12:06:04
001	1	9	97	kitchen	SHINEd_sun_ajkqhtgcbgpcwrwn.tif	none	NaN	182998.630655	182998.889258	183000.877267	21-Oct-2024 12:06:30	21-Oct-2024 12:06:04
001	1	10	87	kitchen	SHINEd_sun_agorklincwxrdtga.tif	none	NaN	183000.888872	183001.147007	183003.135361	21-Oct-2024 12:06:33	21-Oct-2024 12:06:04
001	1	11	102	kitchen	SHINEd_sun_auaiucuqpdausiva.tif	none	NaN	183003.148666	183003.405550	183005.394788	21-Oct-2024 12:06:35	21-Oct-2024 12:06:04
001	1	12	98	kitchen	SHINEd_sun_akchetnepxlcxhsu.tif	none	NaN	183005.405426	183005.663656	183007.651305	21-Oct-2024 12:06:37	21-Oct-2024 12:06:04
001	1	13	114	livingroom	SHINEd_livingroom_005.tif	6	183008.188089	183007.663593	183007.921947	183009.909501	21-Oct-2024 12:06:39	21-Oct-2024 12:06:04
001	1	14	73	kitchen	SHINEd_sun_abrcnpqqhmjwekyf.tif	6	183010.806009	183009.922172	183010.180402	183012.168565	21-Oct-2024 12:06:42	21-Oct-2024 12:06:04
001	1	15	65	kitchen	SHINEd_sun_aamedkxepzlwuxes.tif	none	NaN	183012.180310	183012.438709	183014.426307	21-Oct-2024 12:06:44	21-Oct-2024 12:06:04
001	1	16	96	kitchen	SHINEd_sun_ajcbwwvdlsvjyzje.tif	none	NaN	183014.438992	183014.697017	183016.684862	21-Oct-2024 12:06:46	21-Oct-2024 12:06:04
001	1	17	83	kitchen	SHINEd_sun_aeqdocilnnpuvuhx.tif	none	NaN	183016.697124	183016.955458	183018.943690	21-Oct-2024 12:06:48	21-Oct-2024 12:06:04
001	1	18	120	livingroom	SHINEd_livingroom_013.tif	6	183019.588061	183018.955338	183019.213600	183021.202042	21-Oct-2024 12:06:51	21-Oct-2024 12:06:04
001	1	19	72	kitchen	SHINEd_sun_abpwyqmlzafvklqo.tif	none	NaN	183021.218078	183021.475223	183023.464310	21-Oct-2024 12:06:53	21-Oct-2024 12:06:04
