subject	run	trial	texture	category	image	responseKey	responseTime	trialOnset	itiOnset	trialEnd	date	triggerTimeStamp
1111111	1	1	74	kitchen	SHINEd_sun_acfmftudsenhrfhy.tif	none	NaN	1284488.685028	1284488.925467	1284490.923483	16-Oct-2024 15:25:41	1284482.654158
1111111	1	2	61	kitchen	SHINEd_labelme_brsyyvweiuaazfr.tif	none	NaN	1284490.940111	1284491.180656	1284493.178542	16-Oct-2024 15:25:43	1284482.654158
1111111	1	3	84	kitchen	SHINEd_sun_aexklacwqwezaorf.tif	none	NaN	1284493.182902	1284493.423475	1284495.421401	16-Oct-2024 15:25:45	1284482.654158
1111111	1	4	62	kitchen	SHINEd_labelme_kxvouciolcpqplr.tif	none	NaN	1284495.425256	1284495.665772	1284497.663783	16-Oct-2024 15:25:47	1284482.654158
1111111	1	5	109	kitchen	SHINEd_sun_aypmqwcualkenuoe.tif	none	NaN	1284497.669799	1284497.910847	1284499.908360	16-Oct-2024 15:25:50	1284482.654158
1111111	1	6	133	livingroom	SHINEd_livingroom_031.tif	none	NaN	1284499.912459	1284500.155074	1284502.150968	16-Oct-2024 15:25:52	1284482.654158
1111111	1	7	95	kitchen	SHINEd_sun_aixorpehvfykdynp.tif	none	NaN	1284502.155759	1284502.398140	1284504.394059	16-Oct-2024 15:25:54	1284482.654158
1111111	1	8	86	kitchen	SHINEd_sun_aggjlwcdjsjcaemh.tif	none	NaN	1284504.398938	1284504.639334	1284506.637329	16-Oct-2024 15:25:56	1284482.654158
1111111	1	9	97	kitchen	SHINEd_sun_ajkqhtgcbgpcwrwn.tif	none	NaN	1284506.640709	1284506.881372	1284508.879136	16-Oct-2024 15:25:59	1284482.654158
1111111	1	10	87	kitchen	SHINEd_sun_agorklincwxrdtga.tif	none	NaN	1284508.882557	1284509.122970	1284511.120891	16-Oct-2024 15:26:01	1284482.654158
1111111	1	11	102	kitchen	SHINEd_sun_auaiucuqpdausiva.tif	none	NaN	1284511.125702	1284511.365931	1284513.364140	16-Oct-2024 15:26:03	1284482.654158
1111111	1	12	98	kitchen	SHINEd_sun_akchetnepxlcxhsu.tif	none	NaN	1284513.366813	1284513.607142	1284515.605288	16-Oct-2024 15:26:05	1284482.654158
1111111	1	13	114	livingroom	SHINEd_livingroom_005.tif	none	NaN	1284515.610461	1284515.852641	1284517.848781	16-Oct-2024 15:26:08	1284482.654158
1111111	1	14	73	kitchen	SHINEd_sun_abrcnpqqhmjwekyf.tif	none	NaN	1284517.852161	1284518.092368	1284520.090543	16-Oct-2024 15:26:10	1284482.654158
1111111	1	15	65	kitchen	SHINEd_sun_aamedkxepzlwuxes.tif	none	NaN	1284520.093854	1284520.334109	1284522.332200	16-Oct-2024 15:26:12	1284482.654158
1111111	1	16	96	kitchen	SHINEd_sun_ajcbwwvdlsvjyzje.tif	none	NaN	1284522.335532	1284522.578802	1284524.574031	16-Oct-2024 15:26:14	1284482.654158
1111111	1	17	83	kitchen	SHINEd_sun_aeqdocilnnpuvuhx.tif	none	NaN	1284524.576640	1284524.818735	1284526.815339	16-Oct-2024 15:26:17	1284482.654158
1111111	1	18	120	livingroom	SHINEd_livingroom_013.tif	none	NaN	1284526.820228	1284527.060410	1284529.058716	16-Oct-2024 15:26:19	1284482.654158
1111111	1	19	72	kitchen	SHINEd_sun_abpwyqmlzafvklqo.tif	none	NaN	1284529.063182	1284529.303571	1284531.301551	16-Oct-2024 15:26:21	1284482.654158
1111111	1	20	69	kitchen	SHINEd_sun_abdenxonkemggwsq.tif	none	NaN	1284531.304994	1284531.545452	1284533.543455	16-Oct-2024 15:26:23	1284482.654158
1111111	1	21	148	livingroom	SHINEd_livingroom_059.tif	none	NaN	1284533.546821	1284533.787091	1284535.785255	16-Oct-2024 15:26:26	1284482.654158
1111111	1	22	100	kitchen	SHINEd_sun_amjjdeyrggfqgmom.tif	none	NaN	1284535.787858	1284536.029188	1284538.026398	16-Oct-2024 15:26:28	1284482.654158
1111111	1	23	88	kitchen	SHINEd_sun_agubuxuukhzyzpdp.tif	none	NaN	1284538.029316	1284538.270080	1284540.267753	16-Oct-2024 15:26:30	1284482.654158
1111111	1	24	121	livingroom	SHINEd_livingroom_014.tif	none	NaN	1284540.270344	1284540.510953	1284542.508673	16-Oct-2024 15:26:32	1284482.654158
1111111	1	25	110	kitchen	SHINEd_sun_azmutvzbxypaceni.tif	none	NaN	1284542.511142	1284542.753254	1284544.749535	16-Oct-2024 15:26:35	1284482.654158
1111111	1	26	93	kitchen	SHINEd_sun_ahspylgoovwmwvgk.tif	none	NaN	1284544.752162	1284544.994363	1284546.990675	16-Oct-2024 15:26:37	1284482.654158
1111111	1	27	92	kitchen	SHINEd_sun_ahpczsiumwwocjkv.tif	none	NaN	1284546.993702	1284547.234027	1284549.232011	16-Oct-2024 15:26:39	1284482.654158
1111111	1	28	99	kitchen	SHINEd_sun_akcjzhbbjlbogpdi.tif	none	NaN	1284549.237020	1284549.477338	1284551.475489	16-Oct-2024 15:26:41	1284482.654158
1111111	1	29	107	kitchen	SHINEd_sun_axyyrmzcupyhlivc.tif	none	NaN	1284551.478254	1284551.718634	1284553.716778	16-Oct-2024 15:26:44	1284482.654158
1111111	1	30	105	kitchen	SHINEd_sun_avszsnwsbuqfgzbn.tif	none	NaN	1284553.719424	1284553.959668	1284555.957878	16-Oct-2024 15:26:46	1284482.654158
1111111	1	31	67	kitchen	SHINEd_sun_aarfiyshqohlwkmo.tif	none	NaN	1284555.961176	1284556.201500	1284558.199678	16-Oct-2024 15:26:48	1284482.654158
1111111	1	32	108	kitchen	SHINEd_sun_aymvwlarqodbwuoc.tif	none	NaN	1284558.203076	1284558.443435	1284560.441424	16-Oct-2024 15:26:50	1284482.654158
1111111	1	33	135	livingroom	SHINEd_livingroom_036.tif	none	NaN	1284560.444824	1284560.685246	1284562.683311	16-Oct-2024 15:26:52	1284482.654158
1111111	1	34	94	kitchen	SHINEd_sun_ahywdevtimnqcsln.tif	none	NaN	1284562.688701	1284562.928959	1284564.927029	16-Oct-2024 15:26:55	1284482.654158
1111111	1	35	82	kitchen	SHINEd_sun_aenotlpyftoioydp.tif	none	NaN	1284564.930053	1284565.172281	1284567.168477	16-Oct-2024 15:26:57	1284482.654158
