subject	run	trial	texture	category	image	responseKey	responseTime	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp
006	08	1	32	bathroom	SHINEd_sun_aleqenyvunhactkl.tif	none	NaN	6140.516953	6140.775292	6142.763149	12-Nov-2024 11:29:12	6134.484785
006	08	2	24	bathroom	SHINEd_sun_agrwbmhcpmfuwmsg.tif	none	NaN	6142.775280	6143.033599	6145.021144	12-Nov-2024 11:29:12	6134.484785
006	08	3	21	bathroom	SHINEd_sun_aggnnqpdorgxpvce.tif	none	NaN	6145.033593	6145.291928	6147.279575	12-Nov-2024 11:29:12	6134.484785
006	08	4	13	bathroom	SHINEd_sun_aavhrsfjbserjtht.tif	none	NaN	6147.291910	6147.550244	6149.538115	12-Nov-2024 11:29:12	6134.484785
006	08	5	19	bathroom	SHINEd_sun_aclfzgynxzxlbepz.tif	5	6149.611405	6149.550232	6149.808557	6151.796853	12-Nov-2024 11:29:12	6134.484785
006	08	6	17	bathroom	SHINEd_sun_acegryoqftbzowsg.tif	none	NaN	6151.808905	6152.066876	6154.055318	12-Nov-2024 11:29:12	6134.484785
006	08	7	53	bathroom	SHINEd_sun_ausgutylgojavyoq.tif	none	NaN	6154.067232	6154.325558	6156.313631	12-Nov-2024 11:29:12	6134.484785
006	08	8	129	livingroom	SHINEd_livingroom_025.tif	5	6157.675978	6156.325558	6156.583516	6158.572197	12-Nov-2024 11:29:12	6134.484785
006	08	9	45	bathroom	SHINEd_sun_apkxzenqapsujocq.tif	none	NaN	6158.583854	6158.841787	6160.830136	12-Nov-2024 11:29:12	6134.484785
006	08	10	48	bathroom	SHINEd_sun_aqrpegblszgcoujh.tif	none	NaN	6160.841806	6161.100075	6163.087773	12-Nov-2024 11:29:12	6134.484785
006	08	11	11	bathroom	SHINEd_labelme_sfxiulhjbhlyiyt.tif	none	NaN	6163.100021	6163.358818	6165.346052	12-Nov-2024 11:29:12	6134.484785
006	08	12	56	bathroom	SHINEd_sun_awnqiikzaispgmwo.tif	none	NaN	6165.358828	6165.617142	6167.605267	12-Nov-2024 11:29:12	6134.484785
