, none_0.05, pID_0.05, pN_0.05, bonf_0.05, none_0.01, pID_0.01, pN_0.01, bonf_0.01, none_0.001, pID_0.001, pN_0.001, bonf_0.001
Session4_pvalsTh,0.050000, 0.049998, NaN, 0.000000, 0.010000, 0.000039, NaN, 0.000000, 0.001000, NaN, NaN, 0.000000
Session4_Th,0.023329, 0.023330, NaN, 0.114902, 0.036325, 0.079216, NaN, 0.116507, 0.053985, NaN, NaN, 0.117618
