subject	run	trial	texture	category	image	responseKey	responseTime	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp
011	02	1	28	bathroom	SHINEd_sun_ahijqszoswveeyji.tif	none	NaN	11260.058958	11260.317466	11262.305444	02-Dec-2024 12:54:35	11254.003784
011	02	2	43	bathroom	SHINEd_sun_apjevzvycyhuqghb.tif	none	NaN	11262.317362	11262.575744	11264.563763	02-Dec-2024 12:54:35	11254.003784
011	02	3	49	bathroom	SHINEd_sun_asfwthctfqerjvxr.tif	none	NaN	11264.575930	11264.833976	11266.821913	02-Dec-2024 12:54:35	11254.003784
011	02	4	21	bathroom	SHINEd_sun_aggnnqpdorgxpvce.tif	none	NaN	11266.834400	11267.092636	11269.080616	02-Dec-2024 12:54:35	11254.003784
011	02	5	23	bathroom	SHINEd_sun_aghyqhbptboemmoq.tif	none	NaN	11269.092500	11269.350764	11271.338718	02-Dec-2024 12:54:35	11254.003784
011	02	6	14	bathroom	SHINEd_sun_abapwbhyhkfixyex.tif	5	11271.948576	11271.350855	11271.609462	11273.597422	02-Dec-2024 12:54:35	11254.003784
011	02	7	16	bathroom	SHINEd_sun_acduarbnmmoglmiv.tif	none	NaN	11273.609190	11273.867273	11275.855396	02-Dec-2024 12:54:35	11254.003784
011	02	8	40	bathroom	SHINEd_sun_aofnryafpsjimzsb.tif	none	NaN	11275.867396	11276.125834	11278.113589	02-Dec-2024 12:54:35	11254.003784
011	02	9	31	bathroom	SHINEd_sun_akiytfaagpdsphgz.tif	none	NaN	11278.125669	11278.383889	11280.371623	02-Dec-2024 12:54:35	11254.003784
011	02	10	34	bathroom	SHINEd_sun_alkosphxlxwjwgjd.tif	none	NaN	11280.384114	11280.642476	11282.630720	02-Dec-2024 12:54:35	11254.003784
011	02	11	47	bathroom	SHINEd_sun_apynckhmoftszqoq.tif	none	NaN	11282.644163	11282.901802	11284.890270	02-Dec-2024 12:54:35	11254.003784
011	02	12	55	bathroom	SHINEd_sun_avhrdrntsqrjzccq.tif	none	NaN	11284.900876	11285.160523	11287.147047	02-Dec-2024 12:54:35	11254.003784
011	02	13	132	livingroom	SHINEd_livingroom_030.tif	none	NaN	11287.159291	11287.417631	11289.405539	02-Dec-2024 12:54:35	11254.003784
011	02	14	53	bathroom	SHINEd_sun_ausgutylgojavyoq.tif	none	NaN	11289.417513	11289.676062	11291.663657	02-Dec-2024 12:54:35	11254.003784
011	02	15	17	bathroom	SHINEd_sun_acegryoqftbzowsg.tif	none	NaN	11291.675942	11291.934149	11293.921796	02-Dec-2024 12:54:35	11254.003784
011	02	16	39	bathroom	SHINEd_sun_anryaplzeujmzfkd.tif	none	NaN	11293.933984	11294.192544	11296.180653	02-Dec-2024 12:54:35	11254.003784
011	02	17	11	bathroom	SHINEd_labelme_sfxiulhjbhlyiyt.tif	none	NaN	11296.192580	11296.450894	11298.438667	02-Dec-2024 12:54:35	11254.003784
011	02	18	56	bathroom	SHINEd_sun_awnqiikzaispgmwo.tif	none	NaN	11298.450785	11298.709347	11300.697278	02-Dec-2024 12:54:35	11254.003784
011	02	19	148	livingroom	SHINEd_livingroom_059.tif	5	11301.314040	11300.709201	11300.967539	11302.955695	02-Dec-2024 12:54:35	11254.003784
011	02	20	26	bathroom	SHINEd_sun_ahaulkltgpkeeemi.tif	none	NaN	11302.967424	11303.225862	11305.213865	02-Dec-2024 12:54:35	11254.003784
011	02	21	54	bathroom	SHINEd_sun_auzqhkafidnkrwmo.tif	none	NaN	11305.225832	11305.484302	11307.472179	02-Dec-2024 12:54:35	11254.003784
011	02	22	12	bathroom	SHINEd_sun_aapitsgbtktqubfy.tif	none	NaN	11307.484164	11307.742583	11309.730283	02-Dec-2024 12:54:35	11254.003784
011	02	23	118	livingroom	SHINEd_livingroom_010.tif	5	11310.310487	11309.742471	11310.000801	11311.988829	02-Dec-2024 12:54:35	11254.003784
