subject	run	trial	texture	category	image	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp	Onsets	responseKey	responseTime	accuracy
133	10	1	23	kitchen	sun_abrcnpqqhmjwekyf.tif	6158.387662	6158.646535	6160.631809	23-Jul-2025 13:15:52	6154.367893	4.019769	none	NaN	NaN
133	10	2	12	kitchen	labelme_kxvouciolcpqplr.tif	6160.637949	6160.896517	6162.882449	23-Jul-2025 13:15:52	6154.367893	6.270055	none	NaN	NaN
133	10	3	49	kitchen	sun_akcjzhbbjlbogpdi.tif	6162.889202	6163.146036	6165.133511	23-Jul-2025 13:15:52	6154.367893	8.521308	none	NaN	NaN
133	10	4	20	kitchen	sun_abdxkyyxwfskuaqb.tif	6165.145985	6165.404346	6167.389917	23-Jul-2025 13:15:52	6154.367893	10.778092	6	6169.255989	0.000000
133	10	5	45	kitchen	sun_aixorpehvfykdynp.tif	6174.429266	6174.687603	6176.673583	23-Jul-2025 13:15:52	6154.367893	20.061373	none	NaN	NaN
133	10	6	47	kitchen	sun_ajkqhtgcbgpcwrwn.tif	6176.679209	6176.938003	6178.923282	23-Jul-2025 13:15:52	6154.367893	22.311316	none	NaN	NaN
133	10	7	32	kitchen	sun_aenotlpyftoioydp.tif	6178.929211	6179.187928	6181.173469	23-Jul-2025 13:15:52	6154.367893	24.561317	5	6182.085254	0.000000
133	10	8	60	kitchen	sun_azmutvzbxypaceni.tif	6188.195767	6188.454084	6190.440363	23-Jul-2025 13:15:52	6154.367893	33.827874	none	NaN	NaN
133	10	9	19	kitchen	sun_abdenxonkemggwsq.tif	6190.454132	6190.712377	6192.698045	23-Jul-2025 13:15:52	6154.367893	36.086239	none	NaN	NaN
133	10	10	17	kitchen	sun_aarfiyshqohlwkmo.tif	6192.704109	6192.962448	6194.947890	23-Jul-2025 13:15:52	6154.367893	38.336216	6	6196.630515	0.000000
133	10	11	53	kitchen	sun_aunzlwrbjumxhwdj.tif	6201.970701	6202.229044	6204.215011	23-Jul-2025 13:15:52	6154.367893	47.602807	none	NaN	NaN
133	10	12	16	kitchen	sun_aapllqyqlykszopd.tif	6204.220689	6204.479018	6206.464516	23-Jul-2025 13:15:52	6154.367893	49.852796	none	NaN	NaN
133	10	13	28	kitchen	sun_adgqasybjyktddhj.tif	6206.470675	6206.728997	6208.715182	23-Jul-2025 13:15:52	6154.367893	52.102781	none	NaN	NaN
133	10	14	57	kitchen	sun_axyyrmzcupyhlivc.tif	6208.728844	6208.987328	6210.972732	23-Jul-2025 13:15:52	6154.367893	54.360951	none	NaN	NaN
133	10	15	46	kitchen	sun_ajcbwwvdlsvjyzje.tif	6210.979257	6211.237778	6213.223899	23-Jul-2025 13:15:52	6154.367893	56.611363	none	NaN	NaN
133	10	16	44	kitchen	sun_ahywdevtimnqcsln.tif	6213.228892	6213.487757	6215.473114	23-Jul-2025 13:15:52	6154.367893	58.860999	none	NaN	NaN
133	10	17	59	kitchen	sun_aypmqwcualkenuoe.tif	6215.487751	6215.745983	6217.732103	23-Jul-2025 13:15:52	6154.367893	61.119857	none	NaN	NaN
133	10	18	55	kitchen	sun_avszsnwsbuqfgzbn.tif	6217.737546	6217.996067	6219.981868	23-Jul-2025 13:15:52	6154.367893	63.369652	6	6220.951595	1.000000
133	10	19	33	kitchen	sun_aeqdocilnnpuvuhx.tif	6227.012064	6227.270521	6229.256118	23-Jul-2025 13:15:52	6154.367893	72.644171	none	NaN	NaN
133	10	20	36	kitchen	sun_aggjlwcdjsjcaemh.tif	6229.262557	6229.520491	6231.506444	23-Jul-2025 13:15:52	6154.367893	74.894664	none	NaN	NaN
