subject	run	trial	texture	category	image	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp	Onsets	responseKey	responseTime	accuracy
127	10	1	23	kitchen	sun_abrcnpqqhmjwekyf.tif	15910.066919	15910.325278	15912.311302	16-Jun-2025 11:51:25	15906.044383	4.022536	none	NaN	NaN
127	10	2	12	kitchen	labelme_kxvouciolcpqplr.tif	15912.325253	15912.583595	15914.569099	16-Jun-2025 11:51:25	15906.044383	6.280869	none	NaN	NaN
127	10	3	49	kitchen	sun_akcjzhbbjlbogpdi.tif	15914.575230	15914.833579	15916.819722	16-Jun-2025 11:51:25	15906.044383	8.530847	none	NaN	NaN
127	10	4	20	kitchen	sun_abdxkyyxwfskuaqb.tif	15916.825223	15917.083565	15919.069484	16-Jun-2025 11:51:25	15906.044383	10.780839	5	15921.349588	1.000000
127	10	5	45	kitchen	sun_aixorpehvfykdynp.tif	15926.100121	15926.358461	15928.344636	16-Jun-2025 11:51:25	15906.044383	20.055737	none	NaN	NaN
127	10	6	47	kitchen	sun_ajkqhtgcbgpcwrwn.tif	15928.350079	15928.608465	15930.594394	16-Jun-2025 11:51:25	15906.044383	22.305696	none	NaN	NaN
127	10	7	32	kitchen	sun_aenotlpyftoioydp.tif	15930.600493	15930.858938	15932.844443	16-Jun-2025 11:51:25	15906.044383	24.556110	5	15934.280598	0.000000
127	10	8	60	kitchen	sun_azmutvzbxypaceni.tif	15939.867307	15940.125525	15942.111463	16-Jun-2025 11:51:25	15906.044383	33.822923	none	NaN	NaN
127	10	9	19	kitchen	sun_abdenxonkemggwsq.tif	15942.117001	15942.374952	15944.361049	16-Jun-2025 11:51:25	15906.044383	36.072618	none	NaN	NaN
127	10	10	17	kitchen	sun_aarfiyshqohlwkmo.tif	15944.366688	15944.625018	15946.611171	16-Jun-2025 11:51:25	15906.044383	38.322304	5	15947.867349	1.000000
127	10	11	53	kitchen	sun_aunzlwrbjumxhwdj.tif	15953.642093	15953.900570	15955.886152	16-Jun-2025 11:51:25	15906.044383	47.597709	none	NaN	NaN
127	10	12	16	kitchen	sun_aapllqyqlykszopd.tif	15955.891568	15956.150309	15958.135364	16-Jun-2025 11:51:25	15906.044383	49.847185	none	NaN	NaN
127	10	13	28	kitchen	sun_adgqasybjyktddhj.tif	15958.142048	15958.400383	15960.385947	16-Jun-2025 11:51:25	15906.044383	52.097664	none	NaN	NaN
127	10	14	57	kitchen	sun_axyyrmzcupyhlivc.tif	15960.399887	15960.658209	15962.643862	16-Jun-2025 11:51:25	15906.044383	54.355504	none	NaN	NaN
127	10	15	46	kitchen	sun_ajcbwwvdlsvjyzje.tif	15962.649866	15962.908194	15964.893939	16-Jun-2025 11:51:25	15906.044383	56.605483	none	NaN	NaN
127	10	16	44	kitchen	sun_ahywdevtimnqcsln.tif	15964.899816	15965.158177	15967.143701	16-Jun-2025 11:51:25	15906.044383	58.855433	none	NaN	NaN
127	10	17	59	kitchen	sun_aypmqwcualkenuoe.tif	15967.158158	15967.416500	15969.402365	16-Jun-2025 11:51:25	15906.044383	61.113775	none	NaN	NaN
127	10	18	55	kitchen	sun_avszsnwsbuqfgzbn.tif	15969.408147	15969.666473	15971.652323	16-Jun-2025 11:51:25	15906.044383	63.363764	6	15972.987502	1.000000
127	10	19	33	kitchen	sun_aeqdocilnnpuvuhx.tif	15978.683033	15978.941401	15980.927134	16-Jun-2025 11:51:25	15906.044383	72.638649	none	NaN	NaN
127	10	20	36	kitchen	sun_aggjlwcdjsjcaemh.tif	15980.933048	15981.191381	15983.177630	16-Jun-2025 11:51:25	15906.044383	74.888665	none	NaN	NaN
127	10	21	35	kitchen	sun_afuyedyxivkhecmu.tif	15983.183012	15983.441360	15985.427092	16-Jun-2025 11:51:25	15906.044383	77.138629	none	NaN	NaN
127	10	22	15	kitchen	sun_aamedkxepzlwuxes.tif	15985.433000	15985.691351	15987.677305	16-Jun-2025 11:51:25	15906.044383	79.388616	none	NaN	NaN
127	10	23	24	kitchen	sun_acfmftudsenhrfhy.tif	15987.682985	15987.941326	15989.926775	16-Jun-2025 11:51:25	15906.044383	81.638601	none	NaN	NaN
127	10	24	38	kitchen	sun_agubuxuukhzyzpdp.tif	15989.932929	15990.191313	15992.177498	16-Jun-2025 11:51:25	15906.044383	83.888546	none	NaN	NaN
127	10	25	42	kitchen	sun_ahpczsiumwwocjkv.tif	15992.183347	15992.441684	15994.427870	16-Jun-2025 11:51:25	15906.044383	86.138963	none	NaN	NaN
127	10	26	31	kitchen	sun_aehawpgmrlhlvcow.tif	15994.433199	15994.691762	15996.677561	16-Jun-2025 11:51:25	15906.044383	88.388815	none	NaN	NaN
127	10	27	51	kitchen	sun_aqeaevwwwjoqhzvl.tif	15996.683509	15996.941665	15998.927542	16-Jun-2025 11:51:25	15906.044383	90.639126	none	NaN	NaN
127	10	28	40	kitchen	sun_ahdycvpopffkzzsu.tif	15998.932760	15999.191254	16001.177229	16-Jun-2025 11:51:25	15906.044383	92.888377	none	NaN	NaN
127	10	29	26	kitchen	sun_acwjdupvyjsugpay.tif	16001.182873	16001.441610	16003.426845	16-Jun-2025 11:51:25	15906.044383	95.138490	none	NaN	NaN
127	10	30	37	kitchen	sun_agorklincwxrdtga.tif	16003.433284	16003.691651	16005.677286	16-Jun-2025 11:51:25	15906.044383	97.388901	none	NaN	NaN
127	10	31	50	kitchen	sun_amjjdeyrggfqgmom.tif	16005.682826	16005.941163	16007.927092	16-Jun-2025 11:51:25	15906.044383	99.638443	none	NaN	NaN
127	10	32	13	kitchen	labelme_rykdqxenmhulbdn.tif	16007.932799	16008.191166	16010.177016	16-Jun-2025 11:51:25	15906.044383	101.888415	6	16012.172467	1.000000
127	10	33	39	kitchen	sun_agzzivivdpnawacl.tif	16017.199898	16017.458200	16019.443788	16-Jun-2025 11:51:25	15906.044383	111.155515	none	NaN	NaN
127	10	34	34	kitchen	sun_aexklacwqwezaorf.tif	16019.449787	16019.708217	16021.694086	16-Jun-2025 11:51:25	15906.044383	113.405403	none	NaN	NaN
127	10	35	21	kitchen	sun_abftihopvusyfakt.tif	16021.699336	16021.957724	16023.943741	16-Jun-2025 11:51:25	15906.044383	115.654952	none	NaN	NaN
127	10	36	30	kitchen	sun_aegoxogugdkwpmpj.tif	16023.949404	16024.207713	16026.193183	16-Jun-2025 11:51:25	15906.044383	117.905020	none	NaN	NaN
127	10	37	27	kitchen	sun_acxkpeoqbwcxfvip.tif	16026.199352	16026.457687	16028.443481	16-Jun-2025 11:51:25	15906.044383	120.154968	none	NaN	NaN
127	10	38	14	kitchen	sun_aadbddgrdsjugojn.tif	16028.457687	16028.716011	16030.702135	16-Jun-2025 11:51:25	15906.044383	122.413304	none	NaN	NaN
127	10	39	56	kitchen	sun_awcpdzzznmweyyhv.tif	16030.707661	16030.965996	16032.951947	16-Jun-2025 11:51:25	15906.044383	124.663277	none	NaN	NaN
127	10	40	18	kitchen	sun_aaxxjlsuzvqlgylf.tif	16032.957602	16033.215976	16035.201695	16-Jun-2025 11:51:25	15906.044383	126.913219	none	NaN	NaN
127	10	41	11	kitchen	labelme_brsyyvweiuaazfr.tif	16035.215957	16035.474284	16037.459774	16-Jun-2025 11:51:25	15906.044383	129.171573	6	16040.139312	1.000000
127	10	42	41	kitchen	sun_ahljzhgcdpomplvg.tif	16044.482552	16044.740888	16046.726693	16-Jun-2025 11:51:25	15906.044383	138.438169	none	NaN	NaN
127	10	43	25	kitchen	sun_acgtpgfybqjmzeyw.tif	16046.732521	16046.990880	16048.976865	16-Jun-2025 11:51:25	15906.044383	140.688138	5	16049.996851	1.000000
127	10	44	52	kitchen	sun_auaiucuqpdausiva.tif	16056.007743	16056.266271	16058.251691	16-Jun-2025 11:51:25	15906.044383	149.963360	none	NaN	NaN
127	10	45	48	kitchen	sun_akchetnepxlcxhsu.tif	16058.257418	16058.516155	16060.501521	16-Jun-2025 11:51:25	15906.044383	152.213034	none	NaN	NaN
127	10	46	54	kitchen	sun_auticobqsbwgoppi.tif	16060.507382	16060.766149	16062.751611	16-Jun-2025 11:51:25	15906.044383	154.462999	none	NaN	NaN
127	10	47	58	kitchen	sun_aymvwlarqodbwuoc.tif	16062.757332	16063.015743	16065.001097	16-Jun-2025 11:51:25	15906.044383	156.712948	none	NaN	NaN
127	10	48	43	kitchen	sun_ahspylgoovwmwvgk.tif	16065.007855	16065.266202	16067.251830	16-Jun-2025 11:51:25	15906.044383	158.963472	5	16068.381402	1.000000
127	10	49	29	kitchen	sun_admlmbcdswaszruo.tif	16074.282817	16074.540642	16076.526633	16-Jun-2025 11:51:25	15906.044383	168.238434	none	NaN	NaN
127	10	50	22	kitchen	sun_abpwyqmlzafvklqo.tif	16076.532592	16076.791113	16078.777001	16-Jun-2025 11:51:25	15906.044383	170.488208	none	NaN	NaN
127	10	51	46	kitchen	sun_ajcbwwvdlsvjyzje.tif	16078.782565	16079.040990	16081.026388	16-Jun-2025 11:51:25	15906.044383	172.738181	none	NaN	NaN
127	10	52	25	kitchen	sun_acgtpgfybqjmzeyw.tif	16081.040598	16081.298929	16083.284843	16-Jun-2025 11:51:25	15906.044383	174.996215	none	NaN	NaN
127	10	53	31	kitchen	sun_aehawpgmrlhlvcow.tif	16083.290575	16083.548909	16085.534952	16-Jun-2025 11:51:25	15906.044383	177.246192	none	NaN	NaN
127	10	54	36	kitchen	sun_aggjlwcdjsjcaemh.tif	16085.540502	16085.798897	16087.784415	16-Jun-2025 11:51:25	15906.044383	179.496118	5	16088.810275	0.000000
127	10	55	53	kitchen	sun_aunzlwrbjumxhwdj.tif	16094.807163	16095.065484	16097.050939	16-Jun-2025 11:51:25	15906.044383	188.762780	none	NaN	NaN
127	10	56	27	kitchen	sun_acxkpeoqbwcxfvip.tif	16097.057087	16097.315474	16099.301305	16-Jun-2025 11:51:25	15906.044383	191.012704	none	NaN	NaN
127	10	57	12	kitchen	labelme_kxvouciolcpqplr.tif	16099.315428	16099.573784	16101.559539	16-Jun-2025 11:51:25	15906.044383	193.271045	none	NaN	NaN
127	10	58	14	kitchen	sun_aadbddgrdsjugojn.tif	16101.573768	16101.832100	16103.818302	16-Jun-2025 11:51:25	15906.044383	195.529385	none	NaN	NaN
127	10	59	48	kitchen	sun_akchetnepxlcxhsu.tif	16103.823744	16104.082086	16106.068117	16-Jun-2025 11:51:25	15906.044383	197.779361	none	NaN	NaN
127	10	60	20	kitchen	sun_abdxkyyxwfskuaqb.tif	16106.073679	16106.332066	16108.317803	16-Jun-2025 11:51:25	15906.044383	200.029295	6	16109.762855	1.000000
127	10	61	44	kitchen	sun_ahywdevtimnqcsln.tif	16115.348919	16115.606999	16117.593355	16-Jun-2025 11:51:25	15906.044383	209.304536	none	NaN	NaN
127	10	62	52	kitchen	sun_auaiucuqpdausiva.tif	16117.606982	16117.865686	16119.851386	16-Jun-2025 11:51:25	15906.044383	211.562598	none	NaN	NaN
127	10	63	45	kitchen	sun_aixorpehvfykdynp.tif	16119.857331	16120.115684	16122.101261	16-Jun-2025 11:51:25	15906.044383	213.812947	none	NaN	NaN
127	10	64	47	kitchen	sun_ajkqhtgcbgpcwrwn.tif	16122.107305	16122.365277	16124.351590	16-Jun-2025 11:51:25	15906.044383	216.062922	5	16126.415695	1.000000
127	10	65	28	kitchen	sun_adgqasybjyktddhj.tif	16131.382146	16131.640585	16133.626684	16-Jun-2025 11:51:25	15906.044383	225.337763	none	NaN	NaN
127	10	66	33	kitchen	sun_aeqdocilnnpuvuhx.tif	16133.631836	16133.890571	16135.875755	16-Jun-2025 11:51:25	15906.044383	227.587453	6	16137.404454	1.000000
127	10	67	59	kitchen	sun_aypmqwcualkenuoe.tif	16142.906787	16143.165105	16145.150630	16-Jun-2025 11:51:25	15906.044383	236.862404	none	NaN	NaN
127	10	68	29	kitchen	sun_admlmbcdswaszruo.tif	16145.156754	16145.415096	16147.400581	16-Jun-2025 11:51:25	15906.044383	239.112371	none	NaN	NaN
127	10	69	55	kitchen	sun_avszsnwsbuqfgzbn.tif	16147.406719	16147.665080	16149.651136	16-Jun-2025 11:51:25	15906.044383	241.362335	none	NaN	NaN
127	10	70	35	kitchen	sun_afuyedyxivkhecmu.tif	16149.656666	16149.915437	16151.900817	16-Jun-2025 11:51:25	15906.044383	243.612282	5	16153.736378	1.000000
127	10	71	26	kitchen	sun_acwjdupvyjsugpay.tif	16158.923307	16159.181661	16161.167463	16-Jun-2025 11:51:25	15906.044383	252.878923	none	NaN	NaN
127	10	72	15	kitchen	sun_aamedkxepzlwuxes.tif	16161.173257	16161.431632	16163.417501	16-Jun-2025 11:51:25	15906.044383	255.128873	none	NaN	NaN
127	10	73	11	kitchen	labelme_brsyyvweiuaazfr.tif	16163.423276	16163.681612	16165.667473	16-Jun-2025 11:51:25	15906.044383	257.378893	none	NaN	NaN
127	10	74	40	kitchen	sun_ahdycvpopffkzzsu.tif	16165.673229	16165.931596	16167.917503	16-Jun-2025 11:51:25	15906.044383	259.628845	none	NaN	NaN
127	10	75	32	kitchen	sun_aenotlpyftoioydp.tif	16167.923251	16168.181589	16170.167293	16-Jun-2025 11:51:25	15906.044383	261.878867	none	NaN	NaN
127	10	76	58	kitchen	sun_aymvwlarqodbwuoc.tif	16170.173214	16170.431942	16172.417066	16-Jun-2025 11:51:25	15906.044383	264.128831	none	NaN	NaN
127	10	77	18	kitchen	sun_aaxxjlsuzvqlgylf.tif	16172.432029	16172.690250	16174.676320	16-Jun-2025 11:51:25	15906.044383	266.387646	none	NaN	NaN
127	10	78	51	kitchen	sun_aqeaevwwwjoqhzvl.tif	16174.690237	16174.948569	16176.934248	16-Jun-2025 11:51:25	15906.044383	268.645854	none	NaN	NaN
127	10	79	56	kitchen	sun_awcpdzzznmweyyhv.tif	16176.939757	16177.198556	16179.183641	16-Jun-2025 11:51:25	15906.044383	270.895374	none	NaN	NaN
127	10	80	42	kitchen	sun_ahpczsiumwwocjkv.tif	16179.190108	16179.448166	16181.434449	16-Jun-2025 11:51:25	15906.044383	273.145725	5	16182.671926	1.000000
127	10	81	60	kitchen	sun_azmutvzbxypaceni.tif	16188.464762	16188.723093	16190.709198	16-Jun-2025 11:51:25	15906.044383	282.420378	none	NaN	NaN
127	10	82	23	kitchen	sun_abrcnpqqhmjwekyf.tif	16190.715119	16190.973072	16192.958936	16-Jun-2025 11:51:25	15906.044383	284.670735	5	16194.046784	1.000000
127	10	83	49	kitchen	sun_akcjzhbbjlbogpdi.tif	16199.990040	16200.247995	16202.234132	16-Jun-2025 11:51:25	15906.044383	293.945656	none	NaN	NaN
127	10	84	50	kitchen	sun_amjjdeyrggfqgmom.tif	16202.239583	16202.497977	16204.483675	16-Jun-2025 11:51:25	15906.044383	296.195200	none	NaN	NaN
127	10	85	24	kitchen	sun_acfmftudsenhrfhy.tif	16204.489620	16204.747963	16206.734015	16-Jun-2025 11:51:25	15906.044383	298.445236	none	NaN	NaN
127	10	86	21	kitchen	sun_abftihopvusyfakt.tif	16206.739549	16206.997960	16208.983780	16-Jun-2025 11:51:25	15906.044383	300.695165	none	NaN	NaN
127	10	87	43	kitchen	sun_ahspylgoovwmwvgk.tif	16208.989584	16209.247922	16211.234114	16-Jun-2025 11:51:25	15906.044383	302.945200	none	NaN	NaN
127	10	88	41	kitchen	sun_ahljzhgcdpomplvg.tif	16211.239510	16211.497901	16213.483458	16-Jun-2025 11:51:25	15906.044383	305.195126	none	NaN	NaN
127	10	89	34	kitchen	sun_aexklacwqwezaorf.tif	16213.489566	16213.747889	16215.733352	16-Jun-2025 11:51:25	15906.044383	307.445183	none	NaN	NaN
127	10	90	38	kitchen	sun_agubuxuukhzyzpdp.tif	16215.739521	16215.997872	16217.983857	16-Jun-2025 11:51:25	15906.044383	309.695138	none	NaN	NaN
127	10	91	30	kitchen	sun_aegoxogugdkwpmpj.tif	16217.989512	16218.247849	16220.233645	16-Jun-2025 11:51:25	15906.044383	311.945129	none	NaN	NaN
127	10	92	13	kitchen	labelme_rykdqxenmhulbdn.tif	16220.239499	16220.497832	16222.483686	16-Jun-2025 11:51:25	15906.044383	314.195116	none	NaN	NaN
127	10	93	19	kitchen	sun_abdenxonkemggwsq.tif	16222.489442	16222.747826	16224.733733	16-Jun-2025 11:51:25	15906.044383	316.445058	none	NaN	NaN
127	10	94	39	kitchen	sun_agzzivivdpnawacl.tif	16224.739425	16224.997794	16226.983891	16-Jun-2025 11:51:25	15906.044383	318.695041	none	NaN	NaN
127	10	95	37	kitchen	sun_agorklincwxrdtga.tif	16226.989366	16227.247777	16229.233816	16-Jun-2025 11:51:25	15906.044383	320.944983	none	NaN	NaN
127	10	96	22	kitchen	sun_abpwyqmlzafvklqo.tif	16229.239382	16229.497760	16231.483730	16-Jun-2025 11:51:25	15906.044383	323.194999	none	NaN	NaN
127	10	97	16	kitchen	sun_aapllqyqlykszopd.tif	16231.489788	16231.748113	16233.734018	16-Jun-2025 11:51:25	15906.044383	325.445405	none	NaN	NaN
127	10	98	57	kitchen	sun_axyyrmzcupyhlivc.tif	16233.739739	16233.998113	16235.983578	16-Jun-2025 11:51:25	15906.044383	327.695355	none	NaN	NaN
127	10	99	54	kitchen	sun_auticobqsbwgoppi.tif	16235.989321	16236.248200	16238.234317	16-Jun-2025 11:51:25	15906.044383	329.944938	none	NaN	NaN
127	10	100	17	kitchen	sun_aarfiyshqohlwkmo.tif	16238.239732	16238.498281	16240.484316	16-Jun-2025 11:51:25	15906.044383	332.195348	none	NaN	NaN
