subject	run	trial	texture	category	image	responseKey	responseTime	trialOnset	itiOnset	trialEnd	date	triggerTimeStamp
222222	1	1	74	kitchen	SHINEd_sun_acfmftudsenhrfhy.tif	none	NaN	1360182.734960	1360182.979073	1360184.976796	17-Oct-2024 12:27:11	1360176.726167
222222	1	2	61	kitchen	SHINEd_labelme_brsyyvweiuaazfr.tif	none	NaN	1360184.979346	1360185.223218	1360187.221210	17-Oct-2024 12:27:13	1360176.726167
222222	1	3	84	kitchen	SHINEd_sun_aexklacwqwezaorf.tif	none	NaN	1360187.225578	1360187.471451	1360189.467250	17-Oct-2024 12:27:15	1360176.726167
222222	1	4	62	kitchen	SHINEd_labelme_kxvouciolcpqplr.tif	none	NaN	1360189.471970	1360189.717740	1360191.713804	17-Oct-2024 12:27:17	1360176.726167
222222	1	5	109	kitchen	SHINEd_sun_aypmqwcualkenuoe.tif	none	NaN	1360191.718142	1360191.964343	1360193.960060	17-Oct-2024 12:27:20	1360176.726167
222222	1	6	133	livingroom	SHINEd_livingroom_031.tif	none	NaN	1360193.963031	1360194.206724	1360196.204736	17-Oct-2024 12:27:22	1360176.726167
222222	1	7	95	kitchen	SHINEd_sun_aixorpehvfykdynp.tif	none	NaN	1360196.207098	1360196.450690	1360198.448883	17-Oct-2024 12:27:24	1360176.726167
222222	1	8	86	kitchen	SHINEd_sun_aggjlwcdjsjcaemh.tif	none	NaN	1360198.451294	1360198.694982	1360200.693147	17-Oct-2024 12:27:26	1360176.726167
222222	1	9	97	kitchen	SHINEd_sun_ajkqhtgcbgpcwrwn.tif	none	NaN	1360200.695995	1360200.939610	1360202.937705	17-Oct-2024 12:27:29	1360176.726167
222222	1	10	87	kitchen	SHINEd_sun_agorklincwxrdtga.tif	none	NaN	1360202.940071	1360203.183642	1360205.181765	17-Oct-2024 12:27:31	1360176.726167
222222	1	11	102	kitchen	SHINEd_sun_auaiucuqpdausiva.tif	none	NaN	1360205.184293	1360205.427811	1360207.426048	17-Oct-2024 12:27:33	1360176.726167
222222	1	12	98	kitchen	SHINEd_sun_akchetnepxlcxhsu.tif	none	NaN	1360207.428597	1360207.672385	1360209.670454	17-Oct-2024 12:27:35	1360176.726167
222222	1	13	114	livingroom	SHINEd_livingroom_005.tif	none	NaN	1360209.673667	1360209.917135	1360211.915516	17-Oct-2024 12:27:38	1360176.726167
